case,C6_PSP,C6_PSP_EFT,C6_all_e,Delta_C6_missing,Delta_C6_EFT,residual_C6,closure_fraction,closure_pct,double_counting_status
Mg_q2,638.62015545,647.69960692,647.58810041,8.967944960000068,9.07945146999998,-0.11150650999991285,1.012433897676365,101.24338976763649,clean
