R_bohr,E_all_e_pbe_Ha,E_all_e_pbe_meV,E_psp_q2_Ha,E_psp_q2_meV,E_psp_plus_eft_Ha,E_psp_plus_eft_meV,err_psp_pct,err_eft_pct
8,-0.002470352555847168,-67.22171756092094,-0.0024361425607681273,-66.2908161713518,-0.002470428255119324,-67.2237774430541,-1.3848223808406563,0.003064310475709937
10,-0.0006475881004,-17.621769928290057,-0.00063862015545,-17.377739714422848,-0.0006476079445100001,-17.622309914031977,-1.3848223808406563,0.003064310475709937
12,-0.00021687594454625344,-5.901495094511577,-0.00021387259792751736,-5.819769869638567,-0.00021688259029854147,-5.901675934643982,-1.3848223808406563,0.003064310475709937
15,-5.685272760713306e-05,-1.5470415300556428,-5.606541831111111e-05,-1.5256177527065327,-5.6854469751220854e-05,-1.5470889362113118,-1.3848223808406563,0.003064310475709937
20,-1.011856406875e-05,-0.27534015512953214,-9.97843992890625e-06,-0.271527183037857,-1.0118874132968751e-05,-0.27534859240674964,-1.3848223808406563,0.003064310475709937
30,-8.883238688614541e-07,-0.02417252390711942,-8.760221611111111e-07,-0.023837777386039573,-8.883510898628258e-07,-0.024173264628301747,-1.3848223808406563,0.003064310475709937
40,-1.5810256357421875e-07,-0.00430218992389894,-1.5591312388916015e-07,-0.004242612234966516,-1.5810740832763674e-07,-0.004302321756355463,-1.3848223808406563,0.003064310475709937
