basis,atom,channel,delta_Ha,osc,alpha0_contribution,alpha0_fraction,single_channel_c6,single_channel_c6_fraction,cross_inclusive_c6,cross_inclusive_c6_fraction,is_residual
aug-cc-pVTZ,Ar,missing_core_continuum,1.322933690978,3.519754638468,2.0111119033016265,0.16898073036132186,4.013024518007663,0.035391751918795435,21.2365458131625,0.1872898004133614,True
aug-cc-pVTZ,Ar,3p_to_4s,0.736721245847,0.704844821311,1.2986350625303498,0.10911590796063582,0.9318343305802016,0.008218053318469244,10.085043627021587,0.08894223310526392,False
aug-cc-pVTZ,Ar,3p_to_4d,1.65319954388,2.074021565508,0.7588618395548052,0.06376225394558507,0.7140226173713419,0.006297123584722458,8.814505549223009,0.07773707643326956,False
aug-cc-pVTZ,Ar,3p_to_5s,1.65676972167,0.754299634772,0.274801816661095,0.023089819918909505,0.09383451449119089,0.0008275473631896962,3.1947040020143183,0.028174802069090624,False
aug-cc-pVTZ,Ar,3s_to_5p,1.988102969854,0.095360373473,0.024126270633261608,0.00202717453256106,0.0008679216618747849,7.65439333953314e-06,0.3005963806734064,0.0026510260489917793,False
aug-cc-pVTZ,Ar,3s_to_6p,4.31472951924,0.367928699319,0.01976316576131557,0.0016605710398891226,0.0012639440967091246,1.114700289251258e-05,0.30602398852957735,0.0026988933246329147,False
aug-cc-pVTZ,Ar,2p_to_5d,12.48147498717,1.509547336218,0.009689802263621055,0.0008141714346553197,0.0008789354950374885,7.751526773236387e-06,0.17440215199689793,0.0015380912002607603,False
aug-cc-pVTZ,Ar,3p_to_5d,3.50070615691,0.111630303282,0.009109001799818627,0.0007653705268558051,0.00021785046814831464,1.9212715221402182e-06,0.13450183556719303,0.0011862014736406408,False
aug-cc-pVTZ,Ar,2p_to_4d,10.63396837414,0.4452339698,0.003937291446322986,0.0003308251436196974,0.00012363793829561873,1.090390357764946e-06,0.06980171909035289,0.0006155968184260417,False
aug-cc-pVTZ,Ar,3p_to_6s,6.6034877835,0.110724482377,0.002539199952171036,0.00021335255474689635,3.1932170873967955e-05,2.8161688639797667e-07,0.04242790647974709,0.0003741811030126866,False
aug-cc-pVTZ,Ar,2s_to_6p,15.36000682242,0.34169185019,0.0014482775652273055,0.00012168939994649433,2.4163301808997294e-05,2.1310150967818738e-07,0.026506314892854335,0.00023376506093092904,False
aug-cc-pVTZ,Ar,2p_to_3d,9.981057227266,0.092506512725,0.0009285797703508788,7.802255435664157e-05,6.454702722334092e-06,5.692545271859849e-08,0.016354250500966488,0.00014423175685839072,False
aug-cc-pVTZ,Ar,3s_to_4p,1.407646602734,0.001189636241,0.000600380962862798,5.044613053755735e-05,3.8054737093147455e-07,3.3561315374278148e-09,0.006518025791998817,5.748391289302653e-05,False
aug-cc-pVTZ,Ar,2p_to_6s,15.58425661376,0.138510208436,0.0005703081806376599,4.7919309083187667e-05,3.8016012054979255e-06,3.352716290554179e-08,0.010448807453825546,9.215034685027263e-05,False
aug-cc-pVTZ,Ar,2p_to_5s,10.63753855193,0.051368293354,0.00045395504086090014,3.814290703065552e-05,1.6440994968877752e-06,1.449967755306832e-08,0.008048151203949567,7.097842775118424e-05,False
aug-cc-pVTZ,Ar,2s_to_5p,13.033380273034,0.06067874101,0.00035720902890344836,3.001396515861118e-05,1.247277780046336e-06,1.1000018955065237e-08,0.0064533211082744135,5.691326795824424e-05,False
aug-cc-pVTZ,Ar,2p_to_4s,9.717490076107,0.006976088601,7.387606865426194e-05,6.207328402226679e-06,3.9776166200533785e-08,3.5079481825567544e-10,0.0012973630569003507,1.1441732103152733e-05,False
aug-cc-pVTZ,Ar,2s_to_4p,12.452923905914,0.007669806426,4.945859039544495e-05,4.155685575697317e-06,2.2846310069541396e-08,2.0148666787675558e-10,0.0008900020381254717,7.849125067443424e-06,False
aug-cc-pVTZ,Ar,1s_to_6p,121.64891273442,0.102620224209,6.934521449514199e-06,5.826630021538961e-07,4.387352072875885e-09,3.869302952096734e-11,0.00013592319883080597,1.198736791026953e-06,False
aug-cc-pVTZ,Ar,1s_to_5p,119.322286185034,0.013050763843,9.166273250028845e-07,7.701826765275797e-08,7.519144453096726e-11,6.631300006552263e-13,1.796299539947843e-05,1.5841963437901686e-07,False
aug-cc-pVTZ,Ar,1s_to_4p,118.741829817914,0.001712411709,1.2145089357457662e-07,1.0204733344561739e-08,1.3136099503300986e-12,1.158501705422555e-14,2.3799256542790257e-06,2.0989091385675743e-08,False
d-aug-cc-pVTZ-local,Ar,3p_to_4d,1.121472375615,6.536720452407,5.197359425124882,0.43200578537795287,22.720367254316066,0.19976195052084966,50.81878531270979,0.44680878453840833,False
d-aug-cc-pVTZ-local,Ar,3p_to_3d,0.795683347561,1.795816916351,2.8364917200914967,0.2357698848635515,4.801363346654058,0.04221453361871729,23.10053173759885,0.20310443164579245,False
d-aug-cc-pVTZ-local,Ar,missing_core_continuum,1.322933690978,3.454784704008,1.9739894837098722,0.1640784882252804,3.8662417780470606,0.03399276033362373,20.864931912409254,0.18344859700785945,True
d-aug-cc-pVTZ-local,Ar,3p_to_5s,0.832073274019,0.649886212486,0.9386726796443114,0.07802270249431993,0.5498588149499279,0.004834467161379826,7.841431214239669,0.06894340996772516,False
d-aug-cc-pVTZ-local,Ar,3p_to_4s,0.631137844957,0.172140134741,0.4321491801386098,0.035920345447675625,0.08840012371109794,0.0007772313247031143,3.0620784257413516,0.02692239751792332,False
d-aug-cc-pVTZ-local,Ar,3p_to_5d,1.795750599646,1.204171053342,0.3734187689583551,0.031038659319746077,0.18780172164897188,0.001651189780862616,4.481618047059062,0.03940326987451719,False
d-aug-cc-pVTZ-local,Ar,3p_to_6s,1.780149876156,0.639543925413,0.20181676546672472,0.016775058859008127,0.05437913745194959,0.00047811210283052414,2.4140763360102677,0.021225035325783674,False
d-aug-cc-pVTZ-local,Ar,3s_to_6p,2.029864620664,0.097567983476,0.023679535602520518,0.001968248785315877,0.0008536398862022358,7.5053702610269684e-06,0.2972490134029651,0.002613471958579128,False
d-aug-cc-pVTZ-local,Ar,3s_to_7p,4.34717379541,0.365045146421,0.019316683861299908,0.0016056074825338798,0.0012165596581326765,1.0696232482219047e-05,0.29931834239451227,0.0026316659072505464,False
d-aug-cc-pVTZ-local,Ar,3p_to_6d,3.627892741896,0.165936477761,0.012607616498661952,0.0010479481640078459,0.00043249558840101544,3.802586523518329e-06,0.18764307917920348,0.0016497949649759863,False
d-aug-cc-pVTZ-local,Ar,2p_to_6d,12.60865106608,1.476214493396,0.00928564791795948,0.0007718253238652725,0.000815369223394207,7.1688870446825985e-06,0.16705741190971202,0.0014688017177939606,False
d-aug-cc-pVTZ-local,Ar,2p_to_5d,10.77650892383,0.44751214468,0.0038534403445087445,0.00032029890301392617,0.0001200153058719881,1.0551982423959462e-06,0.06831897748845989,0.0006006739260824323,False
d-aug-cc-pVTZ-local,Ar,3p_to_7s,6.822155742746,0.109984372501,0.002363130589795552,0.00019642399204876284,2.8573164208352623e-05,2.512208958122701e-07,0.03963197996413394,0.0003484521853023606,False
d-aug-cc-pVTZ-local,Ar,2p_to_4d,10.102230699799,0.149551033941,0.0014653955075814443,0.00012180403265583939,1.6270026378604415e-05,1.4304928120377473e-07,0.025809030361850924,0.00022691808580496328,False
d-aug-cc-pVTZ-local,Ar,2s_to_7p,15.39243833891,0.340064583221,0.0014353128027492293,0.00011930355087955318,2.3782735358999456e-05,2.091025004506655e-07,0.026237985780115367,0.00023068954645433785,False
d-aug-cc-pVTZ-local,Ar,3s_to_5p,1.452944187418,0.002403398465,0.001138486580032611,9.463128271861437e-05,1.4124270511739327e-06,1.2418337236926414e-08,0.012541075485122167,0.00011026360940804379,False
d-aug-cc-pVTZ-local,Ar,2p_to_7s,15.80291406693,0.13592272522,0.000544274160295101,4.524020119573724e-05,3.511024619611952e-06,3.0869621009632776e-08,0.009968482959214056,8.764486847316124e-05,False
d-aug-cc-pVTZ-local,Ar,2p_to_6s,10.76090820034,0.052502850367,0.00045340366753193203,3.768702363328857e-05,1.6591293552382992e-06,1.4587392556598845e-08,0.00803738890818023,7.066630866575119e-05,False
d-aug-cc-pVTZ-local,Ar,2s_to_6p,13.075129164164,0.061268988734,0.000358384102509091,2.978897417080069e-05,1.2595190034100668e-06,1.1073939519682534e-08,0.006467782971566455,5.686602366430563e-05,False
d-aug-cc-pVTZ-local,Ar,3s_to_4p,1.314200766969,0.000235472693,0.00013633806253266541,1.1332453071574391e-05,1.8321339221828987e-08,1.6108482834543318e-10,0.0014367716305290306,1.2632379580615207e-05,False
d-aug-cc-pVTZ-local,Ar,2p_to_5s,9.812831598203,0.008309673793,8.629691761463453e-05,7.1730208785610224e-06,5.480828042924429e-08,4.81885212535889e-10,0.0015151864514188337,1.3321818153300008e-05,False
d-aug-cc-pVTZ-local,Ar,2s_to_5p,12.498208730918,0.009444168826,6.046000726750848e-05,5.025450577324494e-06,3.426458111811358e-08,3.0126095592200355e-10,0.0010868949915717342,9.556195157297332e-06,False
d-aug-cc-pVTZ-local,Ar,2p_to_3d,9.776441671745,0.00536290857,5.610980583655339e-05,4.6638607714228385e-06,2.308445409014904e-08,2.0296307379807763e-10,0.0009847706653628953,8.658297937117944e-06,False
d-aug-cc-pVTZ-local,Ar,2p_to_4s,9.611896169141,0.001313734668,1.4219670044803911e-05,1.1819424486643543e-06,1.4576369617907756e-09,1.28158316887812e-11,0.0002491046352421773,2.190177089250579e-06,False
d-aug-cc-pVTZ-local,Ar,1s_to_7p,121.68137865261,0.10251196423,6.923509808933305e-06,5.754838270605704e-07,4.374596575941708e-09,3.8462315990334176e-11,0.00013552156363317777,1.191532319261094e-06,False
d-aug-cc-pVTZ-local,Ar,2s_to_4p,12.359465310469,0.000414769714,2.715236551848656e-06,2.2569112565081423e-07,6.834020686348065e-11,6.008605789351357e-13,4.8764010390331e-05,4.287427981139265e-07,False
d-aug-cc-pVTZ-local,Ar,1s_to_6p,119.364069477864,0.013138395647,9.221362660678959e-07,7.664819175721763e-08,7.612461076254313e-11,6.693025934991137e-13,1.8046226960633037e-05,1.5866598707876023e-07,False
d-aug-cc-pVTZ-local,Ar,1s_to_5p,118.787149044618,0.002122702754,1.5043547617612244e-07,1.2504233538285751e-08,2.016189054203259e-12,1.7726731860371682e-14,2.9438686993226797e-06,2.5883074286233736e-08,False
d-aug-cc-pVTZ-local,Ar,1s_to_4p,118.648405624169,0.000108612174,7.715333322404177e-09,6.413003909803333e-10,5.2970315163906684e-15,4.657254593820898e-17,1.5097925082623156e-07,1.3274393541105857e-09,False
aug-cc-pVQZ,Ar,3p_to_3d,0.905417922239,4.986998670046,6.083325833877314,0.535851337499725,25.1300011004707,0.23050118916527934,51.711122430669626,0.4743125623308246,False
aug-cc-pVQZ,Ar,3p_to_4d,1.369145527918,4.376396246239,2.3346265086958113,0.2056461829284605,5.596876197976204,0.05133651264425127,24.629276775445376,0.22590836993296515,False
aug-cc-pVQZ,Ar,3p_to_6s,2.82101721105,9.202067683752,1.1563091218439439,0.10185378959198223,2.8288824579487626,0.025947502666594575,16.277743725916658,0.14930517793256987,False
aug-cc-pVQZ,Ar,3p_to_4s,0.711178840589,0.584075110406,1.1548113567446245,0.10172185856384935,0.7113153529674386,0.006524434044988719,8.50260680151643,0.07798889347114354,False
aug-cc-pVQZ,Ar,3p_to_5s,1.346179252416,0.728552013385,0.40202658890264603,0.03541261659440476,0.16318254808209692,0.0014967675979623888,4.207045904326237,0.03858850144666138,False
aug-cc-pVQZ,Ar,3p_to_8s,6.23637415739,4.468605418159,0.11489673333966054,0.010120708624802558,0.061745994407901524,0.0005663559297236722,1.9841715402101479,0.018199517687954914,False
aug-cc-pVQZ,Ar,3s_to_6p,3.24639032005,0.254928928353,0.02418898531551191,0.0021306930596904916,0.0014246143015394456,1.306706232498157e-05,0.3558071490619985,0.0032635880374379408,False
aug-cc-pVQZ,Ar,3p_to_6d,5.65639990437,0.615720510873,0.019244357162925274,0.0016951442034633404,0.0015711157658722798,1.4410825168769925e-05,0.32580572695751153,0.002988404465257189,False
aug-cc-pVQZ,Ar,3p_to_7s,3.74421732435,0.23142956311,0.01650808660756765,0.0014541191002732047,0.0007652719394502579,7.019342791624474e-06,0.2529818657768961,0.002320438453850024,False
aug-cc-pVQZ,Ar,3s_to_5p,1.809698408775,0.051581125299,0.015749921859776295,0.0013873359613713386,0.0003366853928364651,3.0881965787868915e-06,0.18814829989842877,0.0017257622350522349,False
aug-cc-pVQZ,Ar,2p_to_6d,14.63688819204,2.14088887534,0.009993016735315509,0.0008802374769169636,0.0010962339507736814,1.0055042506621815e-05,0.19557660040393543,0.001793897214161498,False
aug-cc-pVQZ,Ar,2p_to_5d,11.61585475228,1.023781651101,0.007587609923472167,0.0006683565925856906,0.0005015594621117724,4.600479402752432e-06,0.14462173852127502,0.0013265213389775613,False
aug-cc-pVQZ,Ar,3s_to_7p,7.95849492606,0.263886981933,0.004166353146927404,0.000366994300033126,0.00010361064194527636,9.50353168831212e-07,0.07518983365278895,0.0006896675412315348,False
aug-cc-pVQZ,Ar,2p_to_4d,10.349633815588,0.428674339051,0.00400200400265169,0.00035251756293536217,0.00012432008112202316,1.1403074126890345e-06,0.0751378474750041,0.0006891907057649681,False
aug-cc-pVQZ,Ar,2s_to_7p,19.00333849372,0.439131024304,0.0012160020647402976,0.00010711185798479733,2.1074621931101246e-05,1.933038282372588e-07,0.02439191725808591,0.00022373122514127513,False
aug-cc-pVQZ,Ar,2p_to_8s,15.21686244506,0.208039592735,0.000898453832080883,7.914053936108857e-05,9.212508655717712e-06,8.450036240939868e-08,0.017654361052662805,0.00016193199516078606,False
aug-cc-pVQZ,Ar,2s_to_6p,14.29123388771,0.164835378724,0.0008070695768668834,7.109093348429352e-05,6.9815675331860195e-06,6.403738751157241e-08,0.01575567073935488,0.0001445165412845872,False
aug-cc-pVQZ,Ar,2p_to_7s,12.72470561202,0.099929697101,0.000617161866330045,5.436286343320841e-05,3.6350230947421072e-06,3.3341707492627835e-08,0.011893434777349035,0.00010909075763579227,False
aug-cc-pVQZ,Ar,2p_to_3d,9.885906209909,0.039137659192,0.0004004625194673585,3.5274845131601645e-05,1.189053785760185e-06,1.0906418607123191e-08,0.0074710322681403405,6.852692983233762e-05,False
aug-cc-pVQZ,Ar,3s_to_4p,1.386991130997,0.000743184158,0.00038632167505183205,3.402924517520316e-05,1.5525053245158435e-07,1.4240123669538041e-09,0.004100653503535602,3.761263300947572e-05,False
aug-cc-pVQZ,Ar,2p_to_5s,10.326667540086,0.029350289669,0.0002752276113261905,2.4243495691894244e-05,5.866856432125978e-07,5.381286609819035e-09,0.005165846928772881,4.738296092257839e-05,False
aug-cc-pVQZ,Ar,2s_to_5p,12.854541976435,0.041721203006,0.00025248966665881057,2.2240617924907288e-05,6.146177354413435e-07,5.637489562173046e-09,0.004871509184243205,4.468319183545942e-05,False
aug-cc-pVQZ,Ar,2p_to_9s,38.66869266481,0.171746524857,0.00011486004428725147,1.0117476860083411e-05,3.826121099228852e-07,3.5094525453327464e-09,0.0024109519343389666,2.2114097236352815e-05,False
aug-cc-pVQZ,Ar,3p_to_9s,29.68820437714,0.067480771974,7.656180788535436e-05,6.743966750604849e-06,1.3051774286003167e-07,1.1971545411449244e-09,0.0015850589344303001,1.4538716803971463e-05,False
aug-cc-pVQZ,Ar,2p_to_4s,9.691667128259,0.005645867737,6.010819978018146e-05,5.294646403377329e-06,2.6261963605716737e-08,2.4088394651202825e-10,0.001118219337304312,1.0256700187387843e-05,False
aug-cc-pVQZ,Ar,3p_to_5d,2.63536646461,0.00028610622,4.119507227872134e-05,3.6286786507506774e-06,3.3542298302437385e-09,3.076617312962844e-11,0.0005669430808597723,5.200200899504016e-06,False
aug-cc-pVQZ,Ar,2s_to_4p,12.431834698657,0.00517397969,3.347759613951143e-05,2.9488827587916795e-06,1.0449728863103821e-08,9.584858033910143e-11,0.0006433888188388127,5.901388035960453e-06,False
aug-cc-pVQZ,Ar,2p_to_6s,11.80150549872,0.001332309296,9.565996815956005e-06,8.426233163119951e-07,8.099517356993336e-10,7.42916156265833e-12,0.0001826897771146381,1.6756947484763606e-06,False
aug-cc-pVQZ,Ar,1s_to_7p,125.29154033252,0.129639038173,8.258331333379725e-06,7.274372623382742e-07,6.408665709583982e-09,5.878253093248722e-11,0.00017926677697827875,1.6442977899649279e-06,False
aug-cc-pVQZ,Ar,1s_to_6p,120.57943572651,0.040048153294,2.754457021076071e-06,2.426270627507025e-07,6.861301619788004e-10,6.293426634800939e-12,5.975525307806526e-05,5.480961516196779e-07,False
aug-cc-pVQZ,Ar,1s_to_5p,119.142743815235,0.009692817732,6.828335495661253e-07,6.014757072308289e-08,4.1663769810667935e-11,3.8215471810256087e-13,1.4810486050498935e-05,1.3584697561719736e-07,False
aug-cc-pVQZ,Ar,1s_to_4p,118.720036537457,0.001128813851,8.008926103712014e-08,7.0546833784755885e-09,5.711285336397267e-13,5.238591341236091e-15,1.7370133997343529e-06,1.593249648633297e-08,False
