atom,orbital,r_bohr,R
Ar,4s,0.0647928260537,-2.19947025245
Ar,4s,0.0652047040194,-2.16816797502
Ar,4s,0.0656192002295,-2.1369298983
Ar,4s,0.066036331328,-2.10575774731
Ar,4s,0.0664561140642,-2.07465324524
Ar,4s,0.0668785652943,-2.04361811251
Ar,4s,0.0673037019815,-2.01265406584
Ar,4s,0.0677315411968,-1.98176281734
Ar,4s,0.0681621001198,-1.95094607366
Ar,4s,0.0685953960392,-1.92020553516
Ar,4s,0.0690314463537,-1.88954289512
Ar,4s,0.0694702685726,-1.85895983895
Ar,4s,0.0699118803163,-1.82845804358
Ar,4s,0.0703562993176,-1.79803917671
Ar,4s,0.0708035434216,-1.7677048963
Ar,4s,0.0712536305872,-1.73745684994
Ar,4s,0.0717065788873,-1.70729667444
Ar,4s,0.0721624065095,-1.67722599535
Ar,4s,0.0726211317574,-1.64724642659
Ar,4s,0.0730827730507,-1.61735957017
Ar,4s,0.0735473489263,-1.58756701589
Ar,4s,0.0740148780387,-1.5578703412
Ar,4s,0.0744853791614,-1.528271111
Ar,4s,0.0749588711868,-1.49877087765
Ar,4s,0.0754353731278,-1.46937118089
Ar,4s,0.0759149041179,-1.4400735479
Ar,4s,0.0763974834122,-1.4108794934
Ar,4s,0.0768831303884,-1.38179051982
Ar,4s,0.0773718645473,-1.35280811747
Ar,4s,0.0778637055135,-1.32393376481
Ar,4s,0.0783586730367,-1.29516892874
Ar,4s,0.0788567869918,-1.26651506494
Ar,4s,0.0793580673801,-1.23797361823
Ar,4s,0.0798625343303,-1.20954602302
Ar,4s,0.0803702080989,-1.18123370372
Ar,4s,0.080881109071,-1.15303807519
Ar,4s,0.0813952577614,-1.12496054329
Ar,4s,0.0819126748156,-1.09700250533
Ar,4s,0.0824333810098,-1.06916535062
Ar,4s,0.0829573972527,-1.041450461
Ar,4s,0.0834847445858,-1.01385921134
Ar,4s,0.0840154441842,-0.986392970118
Ar,4s,0.0845495173578,-0.959053099914
Ar,4s,0.085086985552,-0.931840957925
Ar,4s,0.0856278703482,-0.90475789647
Ar,4s,0.0861721934653,-0.877805263463
Ar,4s,0.0867199767603,-0.850984402868
Ar,4s,0.0872712422289,-0.824296655117
Ar,4s,0.0878260120067,-0.797743357502
Ar,4s,0.0883843083701,-0.771325844528
Ar,4s,0.0889461537371,-0.745045448219
Ar,4s,0.0895115706681,-0.718903498387
Ar,4s,0.090080581867,-0.692901322847
Ar,4s,0.090653210182,-0.667040247585
Ar,4s,0.0912294786066,-0.64132159687
Ar,4s,0.0918094102804,-0.615746693311
Ar,4s,0.09239302849,-0.590316857857
Ar,4s,0.0929803566703,-0.565033409735
Ar,4s,0.0935714184049,-0.53989766633
Ar,4s,0.0941662374274,-0.514910943003
Ar,4s,0.0947648376224,-0.490074552848
Ar,4s,0.0953672430262,-0.465389806384
Ar,4s,0.0959734778278,-0.440858011191
Ar,4s,0.0965835663703,-0.416480471476
Ar,4s,0.0971975331512,-0.392258487596
Ar,4s,0.0978154028239,-0.368193355501
Ar,4s,0.0984372001984,-0.344286366142
Ar,4s,0.0990629502426,-0.320538804812
Ar,4s,0.099692678083,-0.296951950441
Ar,4s,0.100326409006,-0.273527074842
Ar,4s,0.100964168458,-0.250265441913
Ar,4s,0.101605982048,-0.227168306798
Ar,4s,0.102251875548,-0.20423691501
Ar,4s,0.102901874893,-0.181472501522
Ar,4s,0.103556006183,-0.15887628983
Ar,4s,0.104214295685,-0.13644949099
Ar,4s,0.104876769831,-0.114193302642
Ar,4s,0.105543455222,-0.0921089080092
Ar,4s,0.10621437863,-0.070197474901
Ar,4s,0.106889566993,-0.0484601547032
Ar,4s,0.107569047425,-0.0268980813741
Ar,4s,0.108252847208,-0.0055123704461
Ar,4s,0.108940993801,0.0156958819606
Ar,4s,0.109633514835,0.0367256001062
Ar,4s,0.110330438119,0.0575757295776
Ar,4s,0.111031791635,0.0782452382071
Ar,4s,0.111737603548,0.0987331169585
Ar,4s,0.112447902197,0.119038380776
Ar,4s,0.113162716105,0.139160069392
Ar,4s,0.113882073975,0.159097248088
Ar,4s,0.114606004691,0.178849008407
Ar,4s,0.115334537322,0.198414468809
Ar,4s,0.116067701123,0.217792775276
Ar,4s,0.116805525532,0.23698310185
Ar,4s,0.117548040177,0.255984651111
Ar,4s,0.118295274873,0.27479665459
Ar,4s,0.119047259624,0.293418373115
Ar,4s,0.119804024626,0.31184909709
Ar,4s,0.120565600266,0.3300881467
Ar,4s,0.121332017124,0.34813487205
Ar,4s,0.122103305975,0.365988653232
Ar,4s,0.12287949779,0.383648900318
Ar,4s,0.123660623737,0.401115053293
Ar,4s,0.12444671518,0.418386581908
Ar,4s,0.125237803685,0.435462985471
Ar,4s,0.126033921017,0.452343792577
Ar,4s,0.126835099144,0.469028560764
Ar,4s,0.127641370236,0.485516876121
Ar,4s,0.128452766668,0.50180835283
Ar,4s,0.129269321022,0.517902632658
Ar,4s,0.130091066086,0.533799384395
Ar,4s,0.130918034856,0.549498303252
Ar,4s,0.131750260538,0.564999110213
Ar,4s,0.13258777655,0.580301551347
Ar,4s,0.133430616522,0.595405397095
Ar,4s,0.134278814297,0.610310441518
Ar,4s,0.135132403934,0.625016501536
Ar,4s,0.135991419708,0.639523416133
Ar,4s,0.136855896112,0.653831045567
Ar,4s,0.13772586786,0.667939270557
Ar,4s,0.138601369883,0.681847991478
Ar,4s,0.139482437336,0.695557127554
Ar,4s,0.140369105599,0.709066616062
Ar,4s,0.141261410275,0.722376411546
Ar,4s,0.142159387194,0.735486485056
Ar,4s,0.143063072413,0.748396823396
Ar,4s,0.143972502219,0.761107428417
Ar,4s,0.14488771313,0.773618316326
Ar,4s,0.145808741895,0.78592951704
Ar,4s,0.146735625497,0.798041073571
Ar,4s,0.147668401154,0.809953041465
Ar,4s,0.148607106322,0.821665488272
Ar,4s,0.149551778694,0.833178493075
Ar,4s,0.150502456201,0.844492146064
Ar,4s,0.151459177018,0.855606548164
Ar,4s,0.152421979562,0.866521810714
Ar,4s,0.153390902492,0.877238055207
Ar,4s,0.154365984715,0.887755413074
Ar,4s,0.155347265385,0.898074025535
Ar,4s,0.156334783904,0.908194043497
Ar,4s,0.157328579926,0.918115627512
Ar,4s,0.158328693355,0.927838947782
Ar,4s,0.15933516435,0.937364184224
Ar,4s,0.160348033326,0.946691526579
Ar,4s,0.161367340953,0.955821174567
Ar,4s,0.162393128161,0.964753338098
Ar,4s,0.163425436139,0.97348823751
Ar,4s,0.16446430634,0.982026103861
Ar,4s,0.165509780477,0.990367179242
Ar,4s,0.166561900532,0.998511717137
Ar,4s,0.167620708751,1.00645998279
Ar,4s,0.168686247649,1.01421225363
Ar,4s,0.169758560014,1.02176881966
Ar,4s,0.170837688903,1.02912998392
Ar,4s,0.171923677646,1.03629606293
Ar,4s,0.173016569853,1.0432673871
Ar,4s,0.174116409405,1.05004430124
Ar,4s,0.175223240468,1.05662716498
Ar,4s,0.176337107484,1.06301635316
Ar,4s,0.17745805518,1.06921225634
Ar,4s,0.178586128568,1.0752152811
Ar,4s,0.179721372943,1.08102585051
Ar,4s,0.180863833891,1.08664440442
Ar,4s,0.182013557287,1.09207139978
Ar,4s,0.183170589296,1.09730731096
Ar,4s,0.184334976378,1.10235262995
Ar,4s,0.185506765289,1.10720786659
Ar,4s,0.186686003081,1.1118735487
Ar,4s,0.187872737105,1.11635022221
Ar,4s,0.189067015013,1.12063845118
Ar,4s,0.190268884761,1.12473881783
Ar,4s,0.191478394609,1.12865192248
Ar,4s,0.192695593124,1.13237838343
Ar,4s,0.193920529181,1.13591883682
Ar,4s,0.195153251968,1.13927393638
Ar,4s,0.196393810982,1.14244435316
Ar,4s,0.197642256038,1.14543077522
Ar,4s,0.198898637266,1.14823390721
Ar,4s,0.200163005115,1.15085446993
Ar,4s,0.201435410354,1.15329319986
Ar,4s,0.202715904077,1.1555508486
Ar,4s,0.2040045377,1.15762818227
Ar,4s,0.205301362967,1.15952598089
Ar,4s,0.206606431953,1.1612450377
Ar,4s,0.207919797059,1.1627861584
Ar,4s,0.209241511024,1.16415016049
Ar,4s,0.210571626921,1.16533787241
Ar,4s,0.211910198158,1.16635013274
Ar,4s,0.213257278485,1.16718778942
Ar,4s,0.214612921994,1.16785169887
Ar,4s,0.215977183118,1.16834272512
Ar,4s,0.217350116639,1.16866173897
Ar,4s,0.218731777686,1.16880961711
Ar,4s,0.220122221739,1.16878724125
Ar,4s,0.221521504629,1.16859549728
Ar,4s,0.222929682544,1.16823527438
Ar,4s,0.224346812028,1.16770746423
Ar,4s,0.225772949984,1.16701296019
Ar,4s,0.227208153679,1.16615265648
Ar,4s,0.228652480742,1.16512744749
Ar,4s,0.230105989168,1.163938227
Ar,4s,0.231568737322,1.16258588752
Ar,4s,0.23304078394,1.16107131967
Ar,4s,0.23452218813,1.15939541156
Ar,4s,0.236013009377,1.15755904822
Ar,4s,0.237513307545,1.15556311117
Ar,4s,0.239023142875,1.15340847791
Ar,4s,0.240542575995,1.15109602158
Ar,4s,0.242071667916,1.14862661062
Ar,4s,0.243610480038,1.14600110848
Ar,4s,0.24515907415,1.14322037342
Ar,4s,0.246717512436,1.14028525837
Ar,4s,0.248285857472,1.13719661085
Ar,4s,0.249864172235,1.13395527292
Ar,4s,0.2514525201,1.13056208121
Ar,4s,0.253050964847,1.12701786704
Ar,4s,0.25465957066,1.12332345655
Ar,4s,0.256278402131,1.11947967094
Ar,4s,0.257907524263,1.11548732667
Ar,4s,0.259547002473,1.11134723588
Ar,4s,0.261196902591,1.10706020665
Ar,4s,0.262857290869,1.1026270435
Ar,4s,0.264528233979,1.09804854784
Ar,4s,0.266209799015,1.09332551843
Ar,4s,0.267902053499,1.08845875201
Ar,4s,0.269605065384,1.08344904383
Ar,4s,0.271318903052,1.07829718826
Ar,4s,0.27304363532,1.07300397949
Ar,4s,0.274779331444,1.06757021218
Ar,4s,0.27652606112,1.06199668213
Ar,4s,0.278283894486,1.05628418705
Ar,4s,0.280052902127,1.05043352726
Ar,4s,0.281833155075,1.04444550642
Ar,4s,0.283624724816,1.03832093233
Ar,4s,0.285427683288,1.03206061765
Ar,4s,0.287242102889,1.02566538065
Ar,4s,0.289068056473,1.019136046
Ar,4s,0.290905617363,1.0124734455
Ar,4s,0.292754859342,1.00567841881
Ar,4s,0.294615856666,0.998751814208
Ar,4s,0.296488684062,0.991694489296
Ar,4s,0.298373416732,0.984507311694
Ar,4s,0.300270130356,0.977191159732
Ar,4s,0.302178901095,0.969746923115
Ar,4s,0.304099805594,0.962175503563
Ar,4s,0.306032920985,0.954477815428
Ar,4s,0.307978324892,0.946654786297
Ar,4s,0.30993609543,0.938707357555
Ar,4s,0.311906311213,0.930636484936
Ar,4s,0.313889051352,0.922443139039
Ar,4s,0.315884395463,0.914128305823
Ar,4s,0.317892423668,0.905692987072
Ar,4s,0.319913216598,0.89713820084
Ar,4s,0.321946855395,0.888464981864
Ar,4s,0.32399342172,0.879674381958
Ar,4s,0.32605299775,0.870767470382
Ar,4s,0.328125666185,0.861745334185
Ar,4s,0.330211510254,0.852609078532
Ar,4s,0.33231061371,0.84335982701
Ar,4s,0.334423060841,0.833998721913
Ar,4s,0.336548936473,0.82452692451
Ar,4s,0.338688325966,0.814945615308
Ar,4s,0.340841315227,0.805255994283
Ar,4s,0.343007990708,0.795459281118
Ar,4s,0.34518843941,0.785556715423
Ar,4s,0.347382748886,0.775549556945
Ar,4s,0.349591007248,0.765439085777
Ar,4s,0.351813303167,0.755226602562
Ar,4s,0.354049725877,0.744913428691
Ar,4s,0.356300365179,0.734500906504
Ar,4s,0.358565311448,0.723990399492
Ar,4s,0.360844655629,0.713383292497
Ar,4s,0.363138489248,0.702680991921
Ar,4s,0.365446904413,0.691884925936
Ar,4s,0.367769993816,0.680996544702
Ar,4s,0.370107850738,0.670017320592
Ar,4s,0.372460569055,0.658948748425
Ar,4s,0.374828243237,0.647792345707
Ar,4s,0.377210968359,0.636549652877
Ar,4s,0.379608840095,0.625222233574
Ar,4s,0.38202195473,0.613811674901
Ar,4s,0.384450409162,0.602319587703
Ar,4s,0.386894300902,0.590747606859
Ar,4s,0.389353728084,0.579097391576
Ar,4s,0.391828789464,0.567370625694
Ar,4s,0.394319584426,0.555569018004
Ar,4s,0.396826212986,0.543694302564
Ar,4s,0.399348775796,0.531748239027
Ar,4s,0.401887374147,0.519732612975
Ar,4s,0.404442109975,0.507649236253
Ar,4s,0.407013085863,0.495499947309
Ar,4s,0.409600405047,0.483286611531
Ar,4s,0.412204171418,0.47101112159
Ar,4s,0.41482448953,0.458675397771
Ar,4s,0.417461464597,0.446281388316
Ar,4s,0.420115202507,0.433831069743
Ar,4s,0.422785809819,0.421326447174
Ar,4s,0.425473393767,0.408769554641
Ar,4s,0.428178062271,0.396162455395
Ar,4s,0.430899923933,0.383507242187
Ar,4s,0.433639088049,0.370806037547
Ar,4s,0.436395664607,0.358060994042
Ar,4s,0.439169764296,0.345274294514
Ar,4s,0.441961498507,0.332448152302
Ar,4s,0.44477097934,0.319584811441
Ar,4s,0.447598319608,0.306686546836
Ar,4s,0.45044363284,0.293755664414
Ar,4s,0.453307033289,0.280794501251
Ar,4s,0.45618863593,0.267805425664
Ar,4s,0.459088556474,0.254790837284
Ar,4s,0.462006911363,0.241753167092
Ar,4s,0.464943817783,0.228694877425
Ar,4s,0.467899393662,0.215618461949
Ar,4s,0.47087375768,0.202526445604
Ar,4s,0.473867029269,0.189421384505
Ar,4s,0.476879328623,0.176305865815
Ar,4s,0.479910776697,0.163182507581
Ar,4s,0.482961495217,0.150053958532
Ar,4s,0.486031606683,0.136922897842
Ar,4s,0.489121234372,0.123792034855
Ar,4s,0.492230502346,0.110664108771
Ar,4s,0.495359535455,0.0975418882984
Ar,4s,0.498508459344,0.0844281712634
Ar,4s,0.501677400454,0.0713257841867
Ar,4s,0.504866486032,0.0582375818187
Ar,4s,0.508075844134,0.045166446639
Ar,4s,0.511305603628,0.0321152883173
Ar,4s,0.514555894203,0.0190870431379
Ar,4s,0.517826846373,0.00608467338649
Ar,4s,0.521118591479,-0.0068888332993
Ar,4s,0.524431261699,-0.0198304646162
Ar,4s,0.527764990051,-0.0327371843175
Ar,4s,0.531119910398,-0.0456059329703
Ar,4s,0.534496157455,-0.0584336287491
Ar,4s,0.537893866791,-0.0712171682636
Ar,4s,0.54131317484,-0.0839534274208
Ar,4s,0.5447542189,-0.0966392623214
Ar,4s,0.548217137145,-0.10927151019
Ar,4s,0.551702068626,-0.121846990338
Ar,4s,0.555209153276,-0.134362505161
Ar,4s,0.55873853192,-0.146814841165
Ar,4s,0.562290346279,-0.15920077003
Ar,4s,0.565864738971,-0.171517049702
Ar,4s,0.569461853524,-0.183760425516
Ar,4s,0.573081834378,-0.195927631353
Ar,4s,0.57672482689,-0.208015390828
Ar,4s,0.580390977341,-0.220020418507
Ar,4s,0.584080432943,-0.231939421155
Ar,4s,0.587793341844,-0.243769099017
Ar,4s,0.591529853131,-0.255506147125
Ar,4s,0.595290116842,-0.267147256645
Ar,4s,0.599074283968,-0.278689116239
Ar,4s,0.602882506458,-0.290128413474
Ar,4s,0.606714937229,-0.301461836249
Ar,4s,0.61057173017,-0.312686074258
Ar,4s,0.614453040146,-0.323797820481
Ar,4s,0.618359023009,-0.33479377271
Ar,4s,0.6222898356,-0.345670635096
Ar,4s,0.626245635758,-0.356425119735
Ar,4s,0.630226582326,-0.367053948279
Ar,4s,0.634232835155,-0.37755385358
Ar,4s,0.638264555113,-0.387921581361
Ar,4s,0.64232190409,-0.398153891918
Ar,4s,0.646405045007,-0.408247561853
Ar,4s,0.650514141819,-0.418199385835
Ar,4s,0.654649359523,-0.428006178386
Ar,4s,0.658810864166,-0.437664775708
Ar,4s,0.66299882285,-0.447172037521
Ar,4s,0.667213403739,-0.456524848943
Ar,4s,0.671454776066,-0.46572012239
Ar,4s,0.67572311014,-0.474754799508
Ar,4s,0.680018577354,-0.483625853122
Ar,4s,0.684341350187,-0.492330289223
Ar,4s,0.688691602219,-0.500865148965
Ar,4s,0.693069508129,-0.509227510698
Ar,4s,0.69747524371,-0.517414492013
Ar,4s,0.701908985869,-0.525423251818
Ar,4s,0.706370912641,-0.533250992421
Ar,4s,0.710861203191,-0.540894961647
Ar,4s,0.715380037823,-0.548352454956
Ar,4s,0.719927597987,-0.555620817587
Ar,4s,0.724504066288,-0.56269744671
Ar,4s,0.729109626488,-0.569579793592
Ar,4s,0.733744463522,-0.576265365772
Ar,4s,0.738408763498,-0.582751729242
Ar,4s,0.743102713707,-0.589036510631
Ar,4s,0.74782650263,-0.595117399401
Ar,4s,0.752580319948,-0.60099215003
Ar,4s,0.757364356548,-0.606658584202
Ar,4s,0.762178804527,-0.61211459299
Ar,4s,0.767023857207,-0.617358139029
Ar,4s,0.771899709137,-0.622387258678
Ar,4s,0.776806556103,-0.627200064172
Ar,4s,0.781744595135,-0.631794745751
Ar,4s,0.786714024517,-0.636169573773
Ar,4s,0.791715043793,-0.640322900802
Ar,4s,0.796747853774,-0.644253163669
Ar,4s,0.801812656549,-0.647958885502
Ar,4s,0.806909655491,-0.651438677719
Ar,4s,0.812039055267,-0.654691241991
Ar,4s,0.817201061842,-0.657715372153
Ar,4s,0.822395882495,-0.660509956077
Ar,4s,0.827623725818,-0.663073977494
Ar,4s,0.832884801733,-0.665406517757
Ar,4s,0.838179321492,-0.66750675756
Ar,4s,0.843507497694,-0.669373978581
Ar,4s,0.848869544287,-0.67100756507
Ar,4s,0.85426567658,-0.672407005364
Ar,4s,0.859696111252,-0.67357189333
Ar,4s,0.865161066355,-0.674501929734
Ar,4s,0.870660761333,-0.675196923524
Ar,4s,0.87619541702,-0.675656793031
Ar,4s,0.881765255656,-0.675881567087
Ar,4s,0.887370500895,-0.675871386044
Ar,4s,0.89301137781,-0.675626502698
Ar,4s,0.898688112906,-0.675147283122
Ar,4s,0.904400934129,-0.674434207388
Ar,4s,0.910150070871,-0.673487870188
Ar,4s,0.915935753986,-0.672308981346
Ar,4s,0.921758215794,-0.670898366218
Ar,4s,0.927617690089,-0.669256965978
Ar,4s,0.933514412156,-0.66738583779
Ar,4s,0.939448618772,-0.665286154852
Ar,4s,0.94542054822,-0.662959206334
Ar,4s,0.9514304403,-0.660406397177
Ar,4s,0.957478536334,-0.657629247777
Ar,4s,0.963565079178,-0.654629393541
Ar,4s,0.969690313233,-0.651408584313
Ar,4s,0.975854484452,-0.647968683674
Ar,4s,0.982057840353,-0.644311668114
Ar,4s,0.988300630028,-0.640439626071
Ar,4s,0.994583104151,-0.636354756846
Ar,4s,1.00090551499,-0.632059369386
Ar,4s,1.00726811641,-0.627555880938
Ar,4s,1.01367116391,-0.622846815581
Ar,4s,1.02011491459,-0.617934802626
Ar,4s,1.02659962719,-0.612822574898
Ar,4s,1.03312556211,-0.607512966891
Ar,4s,1.03969298139,-0.602008912806
Ar,4s,1.04630214874,-0.596313444471
Ar,4s,1.05295332953,-0.590429689152
Ar,4s,1.05964679086,-0.584360867245
Ar,4s,1.06638280148,-0.578110289867
Ar,4s,1.07316163188,-0.571681356346
Ar,4s,1.07998355426,-0.56507755161
Ar,4s,1.08684884254,-0.558302443479
Ar,4s,1.09375777239,-0.551359679879
Ar,4s,1.10071062124,-0.544252985962
Ar,4s,1.10770766828,-0.536986161155
Ar,4s,1.11474919446,-0.529563076137
Ar,4s,1.12183548254,-0.521987669746
Ar,4s,1.12896681704,-0.514263945829
Ar,4s,1.13614348434,-0.506395970044
Ar,4s,1.14336577261,-0.498387866607
Ar,4s,1.15063397184,-0.490243815007
Ar,4s,1.15794837389,-0.481968046683
Ar,4s,1.16530927245,-0.473564841678
Ar,4s,1.17271696312,-0.465038525277
Ar,4s,1.18017174332,-0.456393464625
Ar,4s,1.18767391241,-0.447634065353
Ar,4s,1.19522377163,-0.438764768198
Ar,4s,1.20282162413,-0.429790045631
Ar,4s,1.21046777501,-0.420714398513
Ar,4s,1.21816253128,-0.411542352761
Ar,4s,1.22590620193,-0.402278456055
Ar,4s,1.23369909789,-0.392927274576
Ar,4s,1.24154153209,-0.383493389786
Ar,4s,1.24943381942,-0.373981395266
Ar,4s,1.25737627681,-0.364395893597
Ar,4s,1.26536922317,-0.354741493311
Ar,4s,1.27341297945,-0.345022805901
Ar,4s,1.28150786864,-0.335244442907
Ar,4s,1.28965421579,-0.325411013077
Ar,4s,1.29785234801,-0.315527119597
Ar,4s,1.30610259449,-0.305597357423
Ar,4s,1.31440528651,-0.29562631068
Ar,4s,1.32276075745,-0.28561855016
Ar,4s,1.33116934283,-0.275578630914
Ar,4s,1.33963138029,-0.265511089928
Ar,4s,1.34814720961,-0.255420443903
Ar,4s,1.35671717273,-0.245311187124
Ar,4s,1.36534161379,-0.235187789432
Ar,4s,1.37402087908,-0.225054694284
Ar,4s,1.38275531712,-0.21491631692
Ar,4s,1.39154527863,-0.204777042615
Ar,4s,1.40039111656,-0.194641225028
Ar,4s,1.40929318612,-0.184513184646
Ar,4s,1.41825184476,-0.174397207314
Ar,4s,1.4272674522,-0.164297542853
Ar,4s,1.43634037046,-0.15421840376
Ar,4s,1.44547096386,-0.144163963993
Ar,4s,1.45465959902,-0.134138357827
Ar,4s,1.46390664492,-0.124145678785
Ar,4s,1.47321247286,-0.114189978638
Ar,4s,1.48257745651,-0.104275266464
Ar,4s,1.4920019719,-0.0944055077688
Ar,4s,1.50148639749,-0.0845846236563
Ar,4s,1.5110311141,-0.0748164900502
Ar,4s,1.52063650499,-0.0651049369532
Ar,4s,1.53030295587,-0.0554537477447
Ar,4s,1.54003085488,-0.0458666585084
Ar,4s,1.54982059263,-0.036347357384
Ar,4s,1.55967256224,-0.0268994839379
Ar,4s,1.56958715929,-0.0175266285473
Ar,4s,1.5795647819,-0.00823233179081
Ar,4s,1.58960583071,0.000979916158285
Ar,4s,1.59971070892,0.0101066761432
Ar,4s,1.60987982227,0.0191445606432
Ar,4s,1.6201135791,0.0280902344076
Ar,4s,1.63041239034,0.036940415108
Ar,4s,1.64077666953,0.0456918740143
Ar,4s,1.65120683283,0.054341436698
Ar,4s,1.66170329907,0.0628859837675
Ar,4s,1.67226648972,0.0713224516373
Ar,4s,1.68289682894,0.0796478333371
Ar,4s,1.69359474358,0.0878591793608
Ar,4s,1.70436066321,0.0959535985594
Ar,4s,1.71519502012,0.10392825908
Ar,4s,1.72609824936,0.11178038935
Ar,4s,1.73707078875,0.119507279113
Ar,4s,1.74811307886,0.127106280512
Ar,4s,1.75922556311,0.134574809219
Ar,4s,1.7704086877,0.141910345621
Ar,4s,1.78166290168,0.149110436046
Ar,4s,1.79298865695,0.156172694044
Ar,4s,1.8043864083,0.163094801708
Ar,4s,1.81585661339,0.169874511045
Ar,4s,1.8273997328,0.176509645384
Ar,4s,1.83901623003,0.182998100827
Ar,4s,1.85070657154,0.189337847732
Ar,4s,1.86247122673,0.195526932234
Ar,4s,1.87431066802,0.20156347779
Ar,4s,1.88622537081,0.207445686752
Ar,4s,1.89821581352,0.213171841958
Ar,4s,1.91028247761,0.218740308343
Ar,4s,1.92242584762,0.224149534554
Ar,4s,1.93464641115,0.229398054576
Ar,4s,1.94694465892,0.234484489358
Ar,4s,1.95932108474,0.23940754843
Ar,4s,1.97177618559,0.244166031511
Ar,4s,1.98431046158,0.248758830099
Ar,4s,1.99692441603,0.253184929039
Ar,4s,2.00961855543,0.25744340806
Ar,4s,2.02239338951,0.261533443277
Ar,4s,2.03524943123,0.265454308653
Ar,4s,2.04818719682,0.269205377409
Ar,4s,2.06120720579,0.272786123383
Ar,4s,2.07430998093,0.276196122327
Ar,4s,2.08749604839,0.279435053138
Ar,4s,2.10076593764,0.282502699014
Ar,4s,2.11412018152,0.285398948535
Ar,4s,2.12755931626,0.288123796654
Ar,4s,2.1410838815,0.290677345604
Ar,4s,2.15469442031,0.293059805703
Ar,4s,2.16839147921,0.295271496057
Ar,4s,2.18217560819,0.297312845164
Ar,4s,2.19604736074,0.299184391397
Ar,4s,2.21000729388,0.300886783375
Ar,4s,2.22405596815,0.302420780213
Ar,4s,2.23819394767,0.30378725164
Ar,4s,2.25242180014,0.304987177997
Ar,4s,2.26674009686,0.306021650096
Ar,4s,2.28114941278,0.30689186894
Ar,4s,2.29565032649,0.307599145308
Ar,4s,2.31024342026,0.308144899191
Ar,4s,2.32492928008,0.308530659088
Ar,4s,2.33970849562,0.308758061153
Ar,4s,2.35458166036,0.308828848184
Ar,4s,2.3695493715,0.308744868478
Ar,4s,2.38461223006,0.308508074516
Ar,4s,2.39977084089,0.308120521504
Ar,4s,2.41502581265,0.30758436576
Ar,4s,2.43037775791,0.306901862948
Ar,4s,2.44582729311,0.306075366154
Ar,4s,2.46137503862,0.305107323818
Ar,4s,2.47702161873,0.304000277505
Ar,4s,2.49276766174,0.30275685954
Ar,4s,2.5086137999,0.301379790483
Ar,4s,2.52456066951,0.299871876463
Ar,4s,2.5406089109,0.298236006379
Ar,4s,2.55675916847,0.296475148947
Ar,4s,2.57301209074,0.294592349624
Ar,4s,2.58936833031,0.292590727398
Ar,4s,2.60582854397,0.290473471448
Ar,4s,2.62239339266,0.288243837685
Ar,4s,2.63906354153,0.28590514518
Ar,4s,2.65583965995,0.283460772476
Ar,4s,2.67272242156,0.280914153798
Ar,4s,2.68971250427,0.278268775161
Ar,4s,2.70681059031,0.275528170394
Ar,4s,2.72401736624,0.27269591707
Ar,4s,2.74133352297,0.269775632367
Ar,4s,2.75875975584,0.26677096885
Ar,4s,2.77629676457,0.263685610199
Ar,4s,2.79394525335,0.26052326688
Ar,4s,2.81170593084,0.257287671767
Ar,4s,2.82957951021,0.253982575731
Ar,4s,2.84756670915,0.250611743202
Ar,4s,2.86566824994,0.247178947703
Ar,4s,2.88388485942,0.243687967382
Ar,4s,2.90221726906,0.240142580541
Ar,4s,2.92066621499,0.236546561164
Ar,4s,2.93923243802,0.232903674473
Ar,4s,2.95791668366,0.229217672504
Ar,4s,2.97671970215,0.225492289719
Ar,4s,2.99564224852,0.221731238658
Ar,4s,3.01468508258,0.217938205654
Ar,4s,3.033848969,0.214116846599
Ar,4s,3.05313467728,0.21027078279
Ar,4s,3.07254298181,0.206403596845
Ar,4s,3.09207466194,0.202518828719
Ar,4s,3.11173050193,0.198619971805
Ar,4s,3.13151129106,0.194710469143
Ar,4s,3.1514178236,0.190793709745
Ar,4s,3.17145089888,0.186873025031
Ar,4s,3.19161132132,0.182951685399
Ar,4s,3.21189990045,0.179032896921
Ar,4s,3.23231745094,0.175119798183
Ar,4s,3.25286479263,0.171215457268
Ar,4s,3.2735427506,0.167322868887
Ar,4s,3.29435215514,0.163444951668
Ar,4s,3.31529384184,0.159584545605
Ar,4s,3.33636865161,0.155744409669
Ar,4s,3.35757743068,0.151927219586
Ar,4s,3.37892103067,0.148135565789
Ar,4s,3.40040030863,0.144371951535
Ar,4s,3.42201612703,0.14063879121
Ar,4s,3.44376935385,0.136938408794
Ar,4s,3.46566086255,0.13327303652
Ar,4s,3.4876915322,0.129644813696
Ar,4s,3.50986224739,0.126055785719
Ar,4s,3.5321738984,0.122507903253
Ar,4s,3.55462738111,0.119003021596
Ar,4s,3.57722359714,0.115542900212
Ar,4s,3.59996345381,0.112129202441
Ar,4s,3.62284786424,0.10876349538
Ar,4s,3.64587774732,0.10544724993
Ar,4s,3.6690540278,0.102181841009
Ar,4s,3.69237763631,0.0989685479223
Ar,4s,3.71584950938,0.0958085548971
Ar,4s,3.73947058953,0.0927029517613
Ar,4s,3.76324182522,0.0896527347757
Ar,4s,3.78716417097,0.0866588076071
Ar,4s,3.81123858738,0.083721982439
Ar,4s,3.83546604112,0.0808429812143
Ar,4s,3.85984750504,0.0780224370049
Ar,4s,3.88438395815,0.0752608955009
Ar,4s,3.9090763857,0.0725588166139
