atom,alpha0_eft,alpha0_ref,err_alpha_pct,C6_eft,C6_ref,err_C6_pct,source
Ar,8.33825812,11.1,-24.88055747747747,69.57852657,64.3,8.209217060653184,standard all-atom benchmark
