atom,channel,delta_Ha,osc,alpha0_contribution,alpha0_fraction,single_channel_c6,single_channel_c6_fraction,cross_inclusive_c6,cross_inclusive_c6_fraction,is_residual
Ar,3p_to_4d,1.121472375615,6.536720452407,5.197359425124882,0.43200578537795287,22.720367254316066,0.19976195052084966,50.81878531270979,0.44680878453840833,False
Ar,3p_to_3d,0.795683347561,1.795816916351,2.8364917200914967,0.2357698848635515,4.801363346654058,0.04221453361871729,23.10053173759885,0.20310443164579245,False
Ar,missing_core_continuum,1.322933690978,3.454784704008,1.9739894837098722,0.1640784882252804,3.8662417780470606,0.03399276033362373,20.864931912409254,0.18344859700785945,True
Ar,3p_to_5s,0.832073274019,0.649886212486,0.9386726796443114,0.07802270249431993,0.5498588149499279,0.004834467161379826,7.841431214239669,0.06894340996772516,False
Ar,3p_to_4s,0.631137844957,0.172140134741,0.4321491801386098,0.035920345447675625,0.08840012371109794,0.0007772313247031143,3.0620784257413516,0.02692239751792332,False
Ar,3p_to_5d,1.795750599646,1.204171053342,0.3734187689583551,0.031038659319746077,0.18780172164897188,0.001651189780862616,4.481618047059062,0.03940326987451719,False
Ar,3p_to_6s,1.780149876156,0.639543925413,0.20181676546672472,0.016775058859008127,0.05437913745194959,0.00047811210283052414,2.4140763360102677,0.021225035325783674,False
Ar,3s_to_6p,2.029864620664,0.097567983476,0.023679535602520518,0.001968248785315877,0.0008536398862022358,7.5053702610269684e-06,0.2972490134029651,0.002613471958579128,False
Ar,3s_to_7p,4.34717379541,0.365045146421,0.019316683861299908,0.0016056074825338798,0.0012165596581326765,1.0696232482219047e-05,0.29931834239451227,0.0026316659072505464,False
Ar,3p_to_6d,3.627892741896,0.165936477761,0.012607616498661952,0.0010479481640078459,0.00043249558840101544,3.802586523518329e-06,0.18764307917920348,0.0016497949649759863,False
Ar,2p_to_6d,12.60865106608,1.476214493396,0.00928564791795948,0.0007718253238652725,0.000815369223394207,7.1688870446825985e-06,0.16705741190971202,0.0014688017177939606,False
Ar,2p_to_5d,10.77650892383,0.44751214468,0.0038534403445087445,0.00032029890301392617,0.0001200153058719881,1.0551982423959462e-06,0.06831897748845989,0.0006006739260824323,False
Ar,3p_to_7s,6.822155742746,0.109984372501,0.002363130589795552,0.00019642399204876284,2.8573164208352623e-05,2.512208958122701e-07,0.03963197996413394,0.0003484521853023606,False
Ar,2p_to_4d,10.102230699799,0.149551033941,0.0014653955075814443,0.00012180403265583939,1.6270026378604415e-05,1.4304928120377473e-07,0.025809030361850924,0.00022691808580496328,False
Ar,2s_to_7p,15.39243833891,0.340064583221,0.0014353128027492293,0.00011930355087955318,2.3782735358999456e-05,2.091025004506655e-07,0.026237985780115367,0.00023068954645433785,False
Ar,3s_to_5p,1.452944187418,0.002403398465,0.001138486580032611,9.463128271861437e-05,1.4124270511739327e-06,1.2418337236926414e-08,0.012541075485122167,0.00011026360940804379,False
Ar,2p_to_7s,15.80291406693,0.13592272522,0.000544274160295101,4.524020119573724e-05,3.511024619611952e-06,3.0869621009632776e-08,0.009968482959214056,8.764486847316124e-05,False
Ar,2p_to_6s,10.76090820034,0.052502850367,0.00045340366753193203,3.768702363328857e-05,1.6591293552382992e-06,1.4587392556598845e-08,0.00803738890818023,7.066630866575119e-05,False
Ar,2s_to_6p,13.075129164164,0.061268988734,0.000358384102509091,2.978897417080069e-05,1.2595190034100668e-06,1.1073939519682534e-08,0.006467782971566455,5.686602366430563e-05,False
Ar,3s_to_4p,1.314200766969,0.000235472693,0.00013633806253266541,1.1332453071574391e-05,1.8321339221828987e-08,1.6108482834543318e-10,0.0014367716305290306,1.2632379580615207e-05,False
Ar,2p_to_5s,9.812831598203,0.008309673793,8.629691761463453e-05,7.1730208785610224e-06,5.480828042924429e-08,4.81885212535889e-10,0.0015151864514188337,1.3321818153300008e-05,False
Ar,2s_to_5p,12.498208730918,0.009444168826,6.046000726750848e-05,5.025450577324494e-06,3.426458111811358e-08,3.0126095592200355e-10,0.0010868949915717342,9.556195157297332e-06,False
Ar,2p_to_3d,9.776441671745,0.00536290857,5.610980583655339e-05,4.6638607714228385e-06,2.308445409014904e-08,2.0296307379807763e-10,0.0009847706653628953,8.658297937117944e-06,False
Ar,2p_to_4s,9.611896169141,0.001313734668,1.4219670044803911e-05,1.1819424486643543e-06,1.4576369617907756e-09,1.28158316887812e-11,0.0002491046352421773,2.190177089250579e-06,False
Ar,1s_to_7p,121.68137865261,0.10251196423,6.923509808933305e-06,5.754838270605704e-07,4.374596575941708e-09,3.8462315990334176e-11,0.00013552156363317777,1.191532319261094e-06,False
Ar,2s_to_4p,12.359465310469,0.000414769714,2.715236551848656e-06,2.2569112565081423e-07,6.834020686348065e-11,6.008605789351357e-13,4.8764010390331e-05,4.287427981139265e-07,False
Ar,1s_to_6p,119.364069477864,0.013138395647,9.221362660678959e-07,7.664819175721763e-08,7.612461076254313e-11,6.693025934991137e-13,1.8046226960633037e-05,1.5866598707876023e-07,False
Ar,1s_to_5p,118.787149044618,0.002122702754,1.5043547617612244e-07,1.2504233538285751e-08,2.016189054203259e-12,1.7726731860371682e-14,2.9438686993226797e-06,2.5883074286233736e-08,False
Ar,1s_to_4p,118.648405624169,0.000108612174,7.715333322404177e-09,6.413003909803333e-10,5.2970315163906684e-15,4.657254593820898e-17,1.5097925082623156e-07,1.3274393541105857e-09,False
