atom,orbital,r_bohr,R
Ar,1s,0.126033921017,16.0733708482
Ar,1s,0.126835099144,15.8513217426
Ar,1s,0.127641370236,15.631010696
Ar,1s,0.128452766668,15.4124425684
Ar,1s,0.129269321022,15.1956219266
Ar,1s,0.130091066086,14.9805530486
Ar,1s,0.130918034856,14.767239928
Ar,1s,0.131750260538,14.5556862794
Ar,1s,0.13258777655,14.3458955433
Ar,1s,0.133430616522,14.1378708922
Ar,1s,0.134278814297,13.931615236
Ar,1s,0.135132403934,13.7271312289
Ar,1s,0.135991419708,13.5244212748
Ar,1s,0.136855896112,13.3234875343
Ar,1s,0.13772586786,13.1243319308
Ar,1s,0.138601369883,12.9269561568
Ar,1s,0.139482437336,12.7313616808
Ar,1s,0.140369105599,12.5375497529
Ar,1s,0.141261410275,12.3455214114
Ar,1s,0.142159387194,12.1552774883
Ar,1s,0.143063072413,11.9668186153
Ar,1s,0.143972502219,11.780145229
Ar,1s,0.14488771313,11.5952575761
Ar,1s,0.145808741895,11.4121557179
Ar,1s,0.146735625497,11.2308395348
Ar,1s,0.147668401154,11.05130873
Ar,1s,0.148607106322,10.8735628332
Ar,1s,0.149551778694,10.6976012032
Ar,1s,0.150502456201,10.5234230306
Ar,1s,0.151459177018,10.3510273397
Ar,1s,0.152421979562,10.1804129899
Ar,1s,0.153390902492,10.0115786766
Ar,1s,0.154365984715,9.84452293169
Ar,1s,0.155347265385,9.679244123
Ar,1s,0.156334783904,9.51574045408
Ar,1s,0.157328579926,9.35400996269
Ar,1s,0.158328693355,9.19405051923
Ar,1s,0.15933516435,9.03585982446
Ar,1s,0.160348033326,8.8794354069
Ar,1s,0.161367340953,8.72477461972
Ar,1s,0.162393128161,8.57187463727
Ar,1s,0.163425436139,8.42073245115
Ar,1s,0.16446430634,8.27134486608
Ar,1s,0.165509780477,8.12370849531
Ar,1s,0.166561900532,7.97781975596
Ar,1s,0.167620708751,7.83367486394
Ar,1s,0.168686247649,7.69126982885
Ar,1s,0.169758560014,7.55060044875
Ar,1s,0.170837688903,7.41166230474
Ar,1s,0.171923677646,7.27445075568
Ar,1s,0.173016569853,7.13896093277
Ar,1s,0.174116409405,7.0051877344
Ar,1s,0.175223240468,6.87312582092
Ar,1s,0.176337107484,6.74276960977
Ar,1s,0.17745805518,6.61411327069
Ar,1s,0.178586128568,6.48715072133
Ar,1s,0.179721372943,6.36187562311
Ar,1s,0.180863833891,6.23828137744
Ar,1s,0.182013557287,6.11636112238
Ar,1s,0.183170589296,5.99610772974
Ar,1s,0.184334976378,5.87751380267
Ar,1s,0.185506765289,5.76057167371
Ar,1s,0.186686003081,5.64527340352
Ar,1s,0.187872737105,5.53161078
Ar,1s,0.189067015013,5.41957531821
Ar,1s,0.190268884761,5.30915826071
Ar,1s,0.191478394609,5.20035057871
Ar,1s,0.192695593124,5.09314297373
Ar,1s,0.193920529181,4.98752587999
Ar,1s,0.195153251968,4.88348946739
Ar,1s,0.196393810982,4.78102364522
Ar,1s,0.197642256038,4.68011806641
Ar,1s,0.198898637266,4.58076213253
Ar,1s,0.200163005115,4.48294499931
Ar,1s,0.201435410354,4.3866555828
Ar,1s,0.202715904077,4.29188256612
Ar,1s,0.2040045377,4.19861440672
Ar,1s,0.205301362967,4.10683934423
Ar,1s,0.206606431953,4.01654540869
Ar,1s,0.207919797059,3.92772042936
Ar,1s,0.209241511024,3.84035204383
Ar,1s,0.210571626921,3.75442770754
Ar,1s,0.211910198158,3.66993470367
Ar,1s,0.213257278485,3.58686015324
Ar,1s,0.214612921994,3.50519102548
Ar,1s,0.215977183118,3.42491414837
Ar,1s,0.217350116639,3.34601621935
Ar,1s,0.218731777686,3.26848381605
Ar,1s,0.220122221739,3.19230340712
Ar,1s,0.221521504629,3.117461363
Ar,1s,0.222929682544,3.04394396667
Ar,1s,0.224346812028,2.97173742424
Ar,1s,0.225772949984,2.90082787541
Ar,1s,0.227208153679,2.83120140372
Ar,1s,0.228652480742,2.76284404659
Ar,1s,0.230105989168,2.69574180498
Ar,1s,0.231568737322,2.6298806528
Ar,1s,0.23304078394,2.56524654597
Ar,1s,0.23452218813,2.50182543103
Ar,1s,0.236013009377,2.43960325334
Ar,1s,0.237513307545,2.37856596484
Ar,1s,0.239023142875,2.31869953136
Ar,1s,0.240542575995,2.2599899394
Ar,1s,0.242071667916,2.20242320242
Ar,1s,0.243610480038,2.14598536657
Ar,1s,0.24515907415,2.09066251601
Ar,1s,0.246717512436,2.03644077753
Ar,1s,0.248285857472,1.98330632482
Ar,1s,0.249864172235,1.93124538203
Ar,1s,0.2514525201,1.88024422699
Ar,1s,0.253050964847,1.83028919381
Ar,1s,0.25465957066,1.781366675
Ar,1s,0.256278402131,1.73346312315
Ar,1s,0.257907524263,1.68656505214
Ar,1s,0.259547002473,1.64065903791
Ar,1s,0.261196902591,1.59573171887
Ar,1s,0.262857290869,1.55176979586
Ar,1s,0.264528233979,1.50876003186
Ar,1s,0.266209799015,1.4666892513
Ar,1s,0.267902053499,1.4255443392
Ar,1s,0.269605065384,1.38531223995
Ar,1s,0.271318903052,1.34597995602
Ar,1s,0.27304363532,1.3075345464
Ar,1s,0.274779331444,1.26996312499
Ar,1s,0.27652606112,1.23325285886
Ar,1s,0.278283894486,1.19739096648
Ar,1s,0.280052902127,1.16236471595
Ar,1s,0.281833155075,1.12816142328
Ar,1s,0.283624724816,1.09476845063
Ar,1s,0.285427683288,1.06217320482
Ar,1s,0.287242102889,1.0303631358
Ar,1s,0.289068056473,0.999325735407
Ar,1s,0.290905617363,0.969048536252
Ar,1s,0.292754859342,0.939519110843
Ar,1s,0.294615856666,0.910725070956
Ar,1s,0.296488684062,0.882654067262
Ar,1s,0.298373416732,0.855293789246
Ar,1s,0.300270130356,0.828631965423
Ar,1s,0.302178901095,0.802656363863
Ar,1s,0.304099805594,0.777354793045
Ar,1s,0.306032920985,0.752715103038
Ar,1s,0.307978324892,0.728725187017
Ar,1s,0.30993609543,0.705372983111
Ar,1s,0.311906311213,0.682646476585
Ar,1s,0.313889051352,0.660533702349
Ar,1s,0.315884395463,0.639022747779
Ar,1s,0.317892423668,0.618101755859
Ar,1s,0.319913216598,0.597758928601
Ar,1s,0.321946855395,0.577982530749
Ar,1s,0.32399342172,0.558760893744
Ar,1s,0.32605299775,0.540082419925
Ar,1s,0.328125666185,0.521935586937
Ar,1s,0.330211510254,0.504308952344
Ar,1s,0.33231061371,0.487191158392
Ar,1s,0.334423060841,0.470570936916
Ar,1s,0.336548936473,0.454437114354
Ar,1s,0.338688325966,0.438778616837
Ar,1s,0.340841315227,0.423584475334
Ar,1s,0.343007990708,0.408843830804
Ar,1s,0.34518843941,0.394545939348
Ar,1s,0.347382748886,0.380680177313
Ar,1s,0.349591007248,0.367236046322
Ar,1s,0.351813303167,0.354203178206
Ar,1s,0.354049725877,0.341571339806
Ar,1s,0.356300365179,0.329330437615
Ar,1s,0.358565311448,0.317470522238
Ar,1s,0.360844655629,0.305981792647
Ar,1s,0.363138489248,0.294854600199
Ar,1s,0.365446904413,0.284079452407
Ar,1s,0.367769993816,0.273647016432
Ar,1s,0.370107850738,0.263548122296
Ar,1s,0.372460569055,0.25377376578
Ar,1s,0.374828243237,0.244315111008
Ar,1s,0.377210968359,0.235163492702
Ar,1s,0.379608840095,0.226310418099
Ar,1s,0.38202195473,0.217747568523
Ar,1s,0.384450409162,0.209466800609
Ar,1s,0.386894300902,0.201460147177
Ar,1s,0.389353728084,0.193719817754
Ar,1s,0.391828789464,0.186238198752
Ar,1s,0.394319584426,0.179007853302
Ar,1s,0.396826212986,0.172021520751
Ar,1s,0.399348775796,0.165272115831
Ar,1s,0.401887374147,0.158752727517
Ar,1s,0.404442109975,0.152456617574
Ar,1s,0.407013085863,0.146377218816
Ar,1s,0.409600405047,0.140508133091
Ar,1s,0.412204171418,0.134843129005
Ar,1s,0.41482448953,0.129376139409
Ar,1s,0.417461464597,0.124101258655
Ar,1s,0.420115202507,0.119012739661
Ar,1s,0.422785809819,0.114104990784
Ar,1s,0.425473393767,0.109372572533
Ar,1s,0.428178062271,0.104810194143
Ar,1s,0.430899923933,0.100412710029
Ar,1s,0.433639088049,0.0961751161337
Ar,1s,0.436395664607,0.0920925462093
Ar,1s,0.439169764296,0.0881602680299
Ar,1s,0.441961498507,0.0843736795726
Ar,1s,0.44477097934,0.0807283051791
Ar,1s,0.447598319608,0.077219791718
Ar,1s,0.45044363284,0.0738439047656
Ar,1s,0.453307033289,0.0705965248231
Ar,1s,0.45618863593,0.0674736435854
Ar,1s,0.459088556474,0.0644713602767
Ar,1s,0.462006911363,0.0615858780669
Ar,1s,0.464943817783,0.0588135005809
Ar,1s,0.467899393662,0.0561506285128
Ar,1s,0.47087375768,0.0535937563538
Ar,1s,0.473867029269,0.0511394692435
Ar,1s,0.476879328623,0.0487844399516
Ar,1s,0.479910776697,0.0465254259953
Ar,1s,0.482961495217,0.0443592668977
Ar,1s,0.486031606683,0.0422828815902
Ar,1s,0.489121234372,0.040293265961
Ar,1s,0.492230502346,0.0383874905503
Ar,1s,0.495359535455,0.0365626983918
Ar,1s,0.498508459344,0.0348161029993
Ar,1s,0.501677400454,0.0331449864952
Ar,1s,0.504866486032,0.0315466978777
Ar,1s,0.508075844134,0.0300186514226
Ar,1s,0.511305603628,0.0285583252131
Ar,1s,0.514555894203,0.0271632597932
Ar,1s,0.517826846373,0.0258310569364
Ar,1s,0.521118591479,0.0245593785237
Ar,1s,0.524431261699,0.0233459455224
Ar,1s,0.527764990051,0.0221885370574
Ar,1s,0.531119910398,0.021084989568
Ar,1s,0.534496157455,0.0200331960392
Ar,1s,0.537893866791,0.0190311053016
Ar,1s,0.54131317484,0.0180767213878
Ar,1s,0.5447542189,0.0171681029409
Ar,1s,0.548217137145,0.0163033626614
Ar,1s,0.551702068626,0.0154806667892
Ar,1s,0.555209153276,0.0146982346085
Ar,1s,0.55873853192,0.0139543379706
Ar,1s,0.562290346279,0.0132473008251
Ar,1s,0.565864738971,0.0125754987547
Ar,1s,0.569461853524,0.0119373585045
Ar,1s,0.573081834378,0.0113313575024
Ar,1s,0.57672482689,0.010756023363
Ar,1s,0.580390977341,0.0102099333712
Ar,1s,0.584080432943,0.00969171394116
Ar,1s,0.587793341844,0.00920004004615
Ar,1s,0.591529853131,0.0087336346165
Ar,1s,0.595290116842,0.00829126790323
Ar,1s,0.599074283968,0.00787175680497
Ar,1s,0.602882506458,0.00747396415685
Ar,1s,0.606714937229,0.00709679798043
Ar,1s,0.61057173017,0.00673921069424
Ar,1s,0.614453040146,0.00640019828512
Ar,1s,0.618359023009,0.0060787994408
Ar,1s,0.6222898356,0.00577409464494
Ar,1s,0.626245635758,0.00548520523591
Ar,1s,0.630226582326,0.00521129243124
Ar,1s,0.634232835155,0.0049515563199
Ar,1s,0.638264555113,0.00470523482476
Ar,1s,0.64232190409,0.00447160263821
Ar,1s,0.646405045007,0.00424997013366
Ar,1s,0.650514141819,0.00403968225622
Ar,1s,0.654649359523,0.00384011739578
Ar,1s,0.658810864166,0.00365068624604
Ar,1s,0.66299882285,0.00347083065282
Ar,1s,0.667213403739,0.00330002245527
Ar,1s,0.671454776066,0.00313776232356
Ar,1s,0.67572311014,0.00298357859646
Ar,1s,0.680018577354,0.00283702612235
Ar,1s,0.684341350187,0.00269768510709
Ar,1s,0.688691602219,0.00256515997183
Ar,1s,0.693069508129,0.00243907822415
Ar,1s,0.69747524371,0.00231908934534
Ar,1s,0.701908985869,0.0022048636967
Ar,1s,0.706370912641,0.00209609144752
Ar,1s,0.710861203191,0.00199248152715
Ar,1s,0.715380037823,0.00189376060341
Ar,1s,0.719927597987,0.00179967208929
Ar,1s,0.724504066288,0.00170997517987
Ar,1s,0.729109626488,0.00162444392086
Ar,1s,0.733744463522,0.00154286631021
Ar,1s,0.738408763498,0.00146504343388
Ar,1s,0.743102713707,0.00139078863661
Ar,1s,0.74782650263,0.00131992672844
Ar,1s,0.752580319948,0.00125229322735
Ar,1s,0.757364356548,0.00118773363834
Ar,1s,0.762178804527,0.00112610276902
Ar,1s,0.767023857207,0.0010672640814
Ar,1s,0.771899709137,0.0010110890799
Ar,1s,0.776806556103,0.000957456734758
Ar,1s,0.781744595135,0.000906252940508
Ar,1s,0.786714024517,0.00085737000854
Ar,1s,0.791715043793,0.000810706193045
Ar,1s,0.796747853774,0.000766165249233
Ar,1s,0.801812656549,0.000723656022795
Ar,1s,0.806909655491,0.000683092069416
Ar,1s,0.812039055267,0.000644391303112
Ar,1s,0.817201061842,0.000607475672087
Ar,1s,0.822395882495,0.000572270860769
Ar,1s,0.827623725818,0.000538706016666
Ar,1s,0.832884801733,0.000506713500639
Ar,1s,0.838179321492,0.000476228659198
Ar,1s,0.843507497694,0.000447189617422
Ar,1s,0.848869544287,0.000419537091121
Ar,1s,0.85426567658,0.000393214216857
Ar,1s,0.859696111252,0.000368166398505
Ar,1s,0.865161066355,0.000344341169032
Ar,1s,0.870660761333,0.000321688066234
Ar,1s,0.87619541702,0.000300158521209
Ar,1s,0.881765255656,0.000279705758403
Ar,1s,0.887370500895,0.000260284706109
Ar,1s,0.89301137781,0.000241851916358
Ar,1s,0.898688112906,0.00022436549321
Ar,1s,0.904400934129,0.000207785028508
Ar,1s,0.910150070871,0.000192071544206
Ar,1s,0.915935753986,0.00017718744048
Ar,1s,0.921758215794,0.000163096448845
Ar,1s,0.927617690089,0.000149763589609
Ar,1s,0.933514412156,0.000137155133019
Ar,1s,0.939448618772,0.000125238563533
Ar,1s,0.94542054822,0.000113982546702
Ar,1s,0.9514304403,0.000103356898201
Ar,1s,0.957478536334,9.33325545978e-05
Ar,1s,0.963565079178,8.3881545499e-05
Ar,1s,0.969690313233,7.49769667649e-05
Ar,1s,0.975854484452,6.65929545176e-05
Ar,1s,0.982057840353,5.87046597152e-05
Ar,1s,0.988300630028,5.1288223102e-05
Ar,1s,0.994583104151,4.4320750375e-05
Ar,1s,1.00090551499,3.77802874444e-05
Ar,1s,1.00726811641,3.16457956896e-05
Ar,1s,1.01367116391,2.58971271412e-05
Ar,1s,1.02011491459,2.05149995417e-05
Ar,1s,1.02659962719,1.54809712579e-05
Ar,1s,1.03312556211,1.07774160359e-05
Ar,1s,1.03969298139,6.38749760675e-06
Ar,1s,1.04630214874,2.29514416069e-06
Ar,1s,1.05295332953,-1.51497727685e-06
Ar,1s,1.05964679086,-5.05748652854e-06
Ar,1s,1.06638280148,-8.34631595935e-06
Ar,1s,1.07316163188,-1.13947361289e-05
Ar,1s,1.07998355426,-1.42153813442e-05
Ar,1s,1.08684884254,-1.68202750536e-05
Ar,1s,1.09375777239,-1.92208550199e-05
Ar,1s,1.10071062124,-2.14279982115e-05
Ar,1s,1.10770766828,-2.34520453505e-05
Ar,1s,1.11474919446,-2.53028250599e-05
Ar,1s,1.12183548254,-2.69896775509e-05
Ar,1s,1.12896681704,-2.85214777997e-05
Ar,1s,1.13614348434,-2.99066581607e-05
Ar,1s,1.14336577261,-3.11532303729e-05
Ar,1s,1.15063397184,-3.22688069168e-05
Ar,1s,1.15794837389,-3.32606216843e-05
Ar,1s,1.16530927245,-3.41355499319e-05
Ar,1s,1.17271696312,-3.49001274872e-05
Ar,1s,1.18017174332,-3.55605691901e-05
Ar,1s,1.18767391241,-3.61227865489e-05
Ar,1s,1.19522377163,-3.65924046015e-05
Ar,1s,1.20282162413,-3.69747779729e-05
Ar,1s,1.21046777501,-3.72750061278e-05
Ar,1s,1.21816253128,-3.74979478194e-05
Ar,1s,1.22590620193,-3.76482347408e-05
Ar,1s,1.23369909789,-3.77302843894e-05
Ar,1s,1.24154153209,-3.77483121574e-05
Ar,1s,1.24943381942,-3.77063426664e-05
Ar,1s,1.25737627681,-3.76082203652e-05
Ar,1s,1.26536922317,-3.74576194149e-05
Ar,1s,1.27341297945,-3.72580528859e-05
Ar,1s,1.28150786864,-3.70128812937e-05
Ar,1s,1.28965421579,-3.67253205038e-05
Ar,1s,1.29785234801,-3.63984490352e-05
Ar,1s,1.30610259449,-3.60352147947e-05
Ar,1s,1.31440528651,-3.56384412737e-05
Ar,1s,1.32276075745,-3.52108332413e-05
Ar,1s,1.33116934283,-3.47549819664e-05
Ar,1s,1.33963138029,-3.4273370001e-05
Ar,1s,1.34814720961,-3.376837556e-05
Ar,1s,1.35671717273,-3.32422765265e-05
Ar,1s,1.36534161379,-3.26972541175e-05
Ar,1s,1.37402087908,-3.21353962382e-05
Ar,1s,1.38275531712,-3.15587005561e-05
Ar,1s,1.39154527863,-3.09690773234e-05
Ar,1s,1.40039111656,-3.03683519741e-05
Ar,1s,1.40929318612,-2.97582675228e-05
Ar,1s,1.41825184476,-2.91404867887e-05
Ar,1s,1.4272674522,-2.85165944683e-05
Ar,1s,1.43634037046,-2.78880990779e-05
Ar,1s,1.44547096386,-2.72564347858e-05
Ar,1s,1.45465959902,-2.66229631519e-05
Ar,1s,1.46390664492,-2.59889747921e-05
Ar,1s,1.47321247286,-2.53556909817e-05
Ar,1s,1.48257745651,-2.47242652113e-05
Ar,1s,1.4920019719,-2.4095784708e-05
Ar,1s,1.50148639749,-2.34712719312e-05
Ar,1s,1.5110311141,-2.28516860527e-05
Ar,1s,1.52063650499,-2.22379244295e-05
Ar,1s,1.53030295587,-2.16308240745e-05
Ar,1s,1.54003085488,-2.10311631316e-05
Ar,1s,1.54982059263,-2.04396623589e-05
Ar,1s,1.55967256224,-1.98569866236e-05
Ar,1s,1.56958715929,-1.92837464109e-05
Ar,1s,1.5795647819,-1.87204993479e-05
Ar,1s,1.58960583071,-1.81677517444e-05
Ar,1s,1.59971070892,-1.76259601489e-05
Ar,1s,1.60987982227,-1.70955329218e-05
Ar,1s,1.6201135791,-1.65768318217e-05
Ar,1s,1.63041239034,-1.60701736059e-05
Ar,1s,1.64077666953,-1.5575831642e-05
Ar,1s,1.65120683283,-1.50940375285e-05
Ar,1s,1.66170329907,-1.4624982722e-05
Ar,1s,1.67226648972,-1.41688201686e-05
Ar,1s,1.68289682894,-1.37256659364e-05
Ar,1s,1.69359474358,-1.32956008467e-05
Ar,1s,1.70436066321,-1.28786721002e-05
Ar,1s,1.71519502012,-1.24748948959e-05
Ar,1s,1.72609824936,-1.20842540402e-05
Ar,1s,1.73707078875,-1.17067055415e-05
Ar,1s,1.74811307886,-1.13421781904e-05
Ar,1s,1.75922556311,-1.099057512e-05
Ar,1s,1.7704086877,-1.06517753458e-05
Ar,1s,1.78166290168,-1.03256352813e-05
Ar,1s,1.79298865695,-1.00119902291e-05
Ar,1s,1.8043864083,-9.71065584249e-06
Ar,1s,1.81585661339,-9.42142955879e-06
Ar,1s,1.8273997328,-9.14409200012e-06
Ar,1s,1.83901623003,-8.87840834165e-06
Ar,1s,1.85070657154,-8.62412964527e-06
Ar,1s,1.86247122673,-8.38099415759e-06
Ar,1s,1.87431066802,-8.1487285712e-06
Ar,1s,1.88622537081,-7.92704924834e-06
Ar,1s,1.89821581352,-7.71566340621e-06
Ar,1s,1.91028247761,-7.51427026332e-06
Ar,1s,1.92242584762,-7.32256214645e-06
Ar,1s,1.93464641115,-7.14022555783e-06
Ar,1s,1.94694465892,-6.96694220241e-06
Ar,1s,1.95932108474,-6.80238997508e-06
Ar,1s,1.97177618559,-6.6462439078e-06
Ar,1s,1.98431046158,-6.49817707683e-06
Ar,1s,1.99692441603,-6.35786147009e-06
Ar,1s,2.00961855543,-6.22496881506e-06
Ar,1s,2.02239338951,-6.09917136744e-06
Ar,1s,2.03524943123,-5.98014266089e-06
Ar,1s,2.04818719682,-5.86755821842e-06
Ar,1s,2.06120720579,-5.76109622571e-06
Ar,1s,2.07430998093,-5.66043816706e-06
Ar,1s,2.08749604839,-5.56526942435e-06
Ar,1s,2.10076593764,-5.47527983956e-06
Ar,1s,2.11412018152,-5.39016424164e-06
Ar,1s,2.12755931626,-5.30962293803e-06
Ar,1s,2.1410838815,-5.23336217178e-06
Ar,1s,2.15469442031,-5.16109454459e-06
Ar,1s,2.16839147921,-5.09253940667e-06
Ar,1s,2.18217560819,-5.02742321399e-06
Ar,1s,2.19604736074,-4.96547985352e-06
Ar,1s,2.21000729388,-4.90645093731e-06
Ar,1s,2.22405596815,-4.850086066e-06
Ar,1s,2.23819394767,-4.79614306241e-06
Ar,1s,2.25242180014,-4.74438817619e-06
Ar,1s,2.26674009686,-4.6945962599e-06
Ar,1s,2.28114941278,-4.64655091758e-06
Ar,1s,2.29565032649,-4.60004462644e-06
Ar,1s,2.31024342026,-4.55487883245e-06
Ar,1s,2.32492928008,-4.51086402058e-06
Ar,1s,2.33970849562,-4.46781976069e-06
Ar,1s,2.35458166036,-4.42557472961e-06
Ar,1s,2.3695493715,-4.38396671054e-06
Ar,1s,2.38461223006,-4.34284257041e-06
Ar,1s,2.39977084089,-4.30205821618e-06
Ar,1s,2.41502581265,-4.26147853104e-06
Ar,1s,2.43037775791,-4.22097729118e-06
Ar,1s,2.44582729311,-4.18043706439e-06
Ar,1s,2.46137503862,-4.13974909114e-06
Ar,1s,2.47702161873,-4.09881314919e-06
Ar,1s,2.49276766174,-4.05753740283e-06
Ar,1s,2.5086137999,-4.01583823744e-06
Ar,1s,2.52456066951,-3.97364008058e-06
Ar,1s,2.5406089109,-3.93087521052e-06
Ar,1s,2.55675916847,-3.88748355318e-06
Ar,1s,2.57301209074,-3.84341246838e-06
Ar,1s,2.58936833031,-3.79861652663e-06
Ar,1s,2.60582854397,-3.7530572771e-06
Ar,1s,2.62239339266,-3.70670300806e-06
Ar,1s,2.63906354153,-3.65952850044e-06
Ar,1s,2.65583965995,-3.61151477571e-06
Ar,1s,2.67272242156,-3.56264883883e-06
Ar,1s,2.68971250427,-3.51292341729e-06
Ar,1s,2.70681059031,-3.46233669694e-06
Ar,1s,2.72401736624,-3.41089205572e-06
Ar,1s,2.74133352297,-3.35859779592e-06
Ar,1s,2.75875975584,-3.30546687579e-06
Ar,1s,2.77629676457,-3.25151664138e-06
Ar,1s,2.79394525335,-3.19676855923e-06
Ar,1s,2.81170593084,-3.14124795061e-06
Ar,1s,2.82957951021,-3.08498372807e-06
Ar,1s,2.84756670915,-3.02800813484e-06
Ar,1s,2.86566824994,-2.97035648765e-06
Ar,1s,2.88388485942,-2.91206692359e-06
Ar,1s,2.90221726906,-2.85318015151e-06
Ar,1s,2.92066621499,-2.7937392083e-06
Ar,1s,2.93923243802,-2.73378922067e-06
Ar,1s,2.95791668366,-2.67337717273e-06
Ar,1s,2.97671970215,-2.61255167963e-06
Ar,1s,2.99564224852,-2.55136276775e-06
Ar,1s,3.01468508258,-2.48986166157e-06
Ar,1s,3.033848969,-2.42810057758e-06
Ar,1s,3.05313467728,-2.36613252525e-06
Ar,1s,3.07254298181,-2.3040111155e-06
Ar,1s,3.09207466194,-2.24179037649e-06
Ar,1s,3.11173050193,-2.17952457718e-06
Ar,1s,3.13151129106,-2.11726805836e-06
Ar,1s,3.1514178236,-2.05507507157e-06
Ar,1s,3.17145089888,-1.99299962564e-06
Ar,1s,3.19161132132,-1.93109534104e-06
Ar,1s,3.21189990045,-1.86941531187e-06
Ar,1s,3.23231745094,-1.8080119756e-06
Ar,1s,3.25286479263,-1.74693699034e-06
Ar,1s,3.2735427506,-1.68624111965e-06
Ar,1s,3.29435215514,-1.62597412477e-06
Ar,1s,3.31529384184,-1.5661846642e-06
Ar,1s,3.33636865161,-1.50692020039e-06
Ar,1s,3.35757743068,-1.44822691347e-06
Ar,1s,3.37892103067,-1.390149622e-06
Ar,1s,3.40040030863,-1.33273171029e-06
Ar,1s,3.42201612703,-1.27601506241e-06
Ar,1s,3.44376935385,-1.22004000257e-06
Ar,1s,3.46566086255,-1.16484524174e-06
Ar,1s,3.4876915322,-1.11046783028e-06
Ar,1s,3.50986224739,-1.05694311653e-06
Ar,1s,3.5321738984,-1.00430471093e-06
Ar,1s,3.55462738111,-9.52584455818e-07
Ar,1s,3.57722359714,-9.01812400337e-07
Ar,1s,3.59996345381,-8.52016780599e-07
Ar,1s,3.62284786424,-8.03224004691e-07
Ar,1s,3.64587774732,-7.55458642424e-07
Ar,1s,3.6690540278,-7.08743419622e-07
Ar,1s,3.69237763631,-6.63099216755e-07
Ar,1s,3.71584950938,-6.18545071719e-07
Ar,1s,3.73947058953,-5.75098186599e-07
Ar,1s,3.76324182522,-5.32773938199e-07
Ar,1s,3.78716417097,-4.91585892184e-07
Ar,1s,3.81123858738,-4.51545820629e-07
Ar,1s,3.83546604112,-4.12663722805e-07
Ar,1s,3.85984750504,-3.74947849032e-07
Ar,1s,3.88438395815,-3.38404727407e-07
Ar,1s,3.9090763857,-3.03039193246e-07
Ar,1s,3.93392577918,-2.68854421076e-07
Ar,1s,3.95893313641,-2.35851958989e-07
Ar,1s,3.98409946154,-2.04031765224e-07
Ar,1s,4.00942576511,-1.7339224679e-07
Ar,1s,4.03491306406,-1.43930299989e-07
Ar,1s,4.06056238183,-1.15641352679e-07
Ar,1s,4.08637474834,-8.85194081331e-08
Ar,1s,4.11235120007,-6.25570903348e-08
Ar,1s,4.13849278009,-3.77456905826e-08
Ar,1s,4.16480053808,-1.40752152534e-08
Ar,1s,4.19127553041,8.46556540591e-09
Ar,1s,4.21791882018,2.98890675926e-08
Ar,1s,4.24473147721,5.02088434939e-08
Ar,1s,4.27171457815,6.94395301896e-08
Ar,1s,4.29886920649,8.75967980306e-08
Ar,1s,4.3261964526,1.0469729861e-07
Ar,1s,4.35369741378,1.20758612438e-07
Ar,1s,4.38137319432,1.35799196428e-07
Ar,1s,4.4092249055,1.49838331298e-07
Ar,1s,4.43725366571,1.62896068991e-07
Ar,1s,4.4654606004,1.74993180202e-07
Ar,1s,4.49384684221,1.86151102113e-07
Ar,1s,4.52241353097,1.96391886419e-07
Ar,1s,4.55116181375,2.05738147728e-07
Ar,1s,4.58009284491,2.14213012426e-07
Ar,1s,4.60920778615,2.21840068068e-07
Ar,1s,4.63850780657,2.28643313387e-07
Ar,1s,4.66799408269,2.34647108977e-07
Ar,1s,4.6976677985,2.39876128725e-07
Ar,1s,4.72753014552,2.44355312055e-07
Ar,1s,4.75758232287,2.48109817043e-07
Ar,1s,4.78782553725,2.51164974463e-07
Ar,1s,4.81826100306,2.53546242813e-07
Ar,1s,4.84888994242,2.55279164385e-07
Ar,1s,4.87971358521,2.56389322417e-07
Ar,1s,4.91073316912,2.56902299377e-07
Ar,1s,4.94194993973,2.56843636421e-07
Ar,1s,4.97336515051,2.56238794075e-07
Ar,1s,5.00498006293,2.55113114165e-07
Ar,1s,5.03679594645,2.53491783041e-07
Ar,1s,5.06881407862,2.51399796126e-07
Ar,1s,5.1010357451,2.48861923817e-07
Ar,1s,5.13346223972,2.45902678774e-07
Ar,1s,5.16609486455,2.42546284606e-07
Ar,1s,5.19893492993,2.38816646e-07
Ar,1s,5.23198375451,2.34737320292e-07
Ar,1s,5.26524266536,2.30331490507e-07
Ar,1s,5.29871299796,2.25621939878e-07
Ar,1s,5.33239609628,2.20631027866e-07
Ar,1s,5.36629331285,2.15380667668e-07
Ar,1s,5.40040600877,2.09892305248e-07
Ar,1s,5.43473555382,2.04186899861e-07
Ar,1s,5.46928332647,1.98284906101e-07
Ar,1s,5.50405071397,1.92206257445e-07
Ar,1s,5.53903911236,1.85970351304e-07
Ar,1s,5.57424992659,1.79596035555e-07
Ar,1s,5.60968457052,1.73101596561e-07
Ar,1s,5.64534446699,1.66504748646e-07
Ar,1s,5.6812310479,1.59822625013e-07
Ar,1s,5.71734575425,1.53071770091e-07
Ar,1s,5.75369003621,1.46268133266e-07
Ar,1s,5.79026535313,1.39427063995e-07
Ar,1s,5.82707317369,1.32563308247e-07
Ar,1s,5.86411497586,1.25691006257e-07
Ar,1s,5.90139224703,1.18823691547e-07
Ar,1s,5.93890648405,1.11974291177e-07
