atom,alpha0_eft,alpha0_ref,err_alpha_pct,C6_eft,C6_ref,err_C6_pct,source
Ar,12.03076348,11.1,8.385256576576573,113.73721169,64.3,76.88524368584758,standard all-atom benchmark
