atom,orbital,r_bohr,u
Ar,1s,0.000183303304509,0.0270895771711
Ar,1s,0.000184468535242,0.0272616352485
Ar,1s,0.000185641173166,0.0274347842918
Ar,1s,0.000186821265367,0.0276090311833
Ar,1s,0.000188008859233,0.0277843828484
Ar,1s,0.000189204002448,0.0279608462551
Ar,1s,0.000190406743004,0.0281384284154
Ar,1s,0.000191617129196,0.0283171363843
Ar,1s,0.000192835209625,0.0284969772607
Ar,1s,0.000194061033203,0.0286779581871
Ar,1s,0.000195294649151,0.0288600863513
Ar,1s,0.000196536107006,0.0290433689852
Ar,1s,0.000197785456615,0.029227813365
Ar,1s,0.000199042748147,0.0294134268128
Ar,1s,0.000200308032087,0.0296002166954
Ar,1s,0.00020158135924,0.0297881904258
Ar,1s,0.000202862780737,0.0299773554627
Ar,1s,0.000204152348033,0.0301677193108
Ar,1s,0.000205450112908,0.0303592895212
Ar,1s,0.000206756127473,0.0305520736922
Ar,1s,0.000208070444171,0.0307460794683
Ar,1s,0.000209393115776,0.0309413145421
Ar,1s,0.000210724195401,0.0311377866533
Ar,1s,0.000212063736492,0.0313355035891
Ar,1s,0.000213411792839,0.0315344731857
Ar,1s,0.000214768418571,0.0317347033265
Ar,1s,0.000216133668163,0.0319362019446
Ar,1s,0.000217507596436,0.0321389770216
Ar,1s,0.000218890258557,0.0323430365878
Ar,1s,0.000220281710048,0.0325483887242
Ar,1s,0.000221682006781,0.0327550415604
Ar,1s,0.000223091204983,0.0329630032768
Ar,1s,0.00022450936124,0.0331722821041
Ar,1s,0.000225936532497,0.0333828863231
Ar,1s,0.00022737277606,0.0335948242663
Ar,1s,0.000228818149602,0.0338081043169
Ar,1s,0.000230272711159,0.0340227349101
Ar,1s,0.000231736519139,0.0342387245325
Ar,1s,0.00023320963232,0.0344560817229
Ar,1s,0.000234692109853,0.034674815073
Ar,1s,0.000236184011267,0.0348949332267
Ar,1s,0.000237685396467,0.0351164448809
Ar,1s,0.00023919632574,0.0353393587861
Ar,1s,0.000240716859757,0.0355636837466
Ar,1s,0.000242247059573,0.0357894286204
Ar,1s,0.000243786986632,0.0360166023196
Ar,1s,0.000245336702769,0.0362452138112
Ar,1s,0.000246896270212,0.0364752721168
Ar,1s,0.000248465751584,0.0367067863136
Ar,1s,0.000250045209906,0.0369397655335
Ar,1s,0.0002516347086,0.0371742189649
Ar,1s,0.000253234311491,0.037410155852
Ar,1s,0.00025484408281,0.037647585496
Ar,1s,0.000256464087196,0.0378865172538
Ar,1s,0.0002580943897,0.0381269605404
Ar,1s,0.000259735055784,0.0383689248276
Ar,1s,0.000261386151328,0.0386124196452
Ar,1s,0.000263047742631,0.0388574545809
Ar,1s,0.000264719896413,0.0391040392806
Ar,1s,0.000266402679817,0.0393521834491
Ar,1s,0.000268096160416,0.0396018968506
Ar,1s,0.000269800406208,0.0398531893081
Ar,1s,0.000271515485627,0.0401060707038
Ar,1s,0.00027324146754,0.0403605509812
Ar,1s,0.000274978421253,0.0406166401432
Ar,1s,0.000276726416512,0.0408743482536
Ar,1s,0.000278485523506,0.0411336854375
Ar,1s,0.000280255812871,0.0413946618808
Ar,1s,0.000282037355692,0.0416572878314
Ar,1s,0.000283830223505,0.0419215735993
Ar,1s,0.0002856344883,0.0421875295564
Ar,1s,0.000287450222528,0.0424551661376
Ar,1s,0.000289277499097,0.0427244938414
Ar,1s,0.000291116391381,0.0429955232289
Ar,1s,0.000292966973218,0.0432682649247
Ar,1s,0.000294829318917,0.0435427296185
Ar,1s,0.00029670350326,0.043818928064
Ar,1s,0.000298589601502,0.0440968710788
Ar,1s,0.000300487689379,0.0443765695472
Ar,1s,0.000302397843107,0.0446580344179
Ar,1s,0.000304320139386,0.0449412767052
Ar,1s,0.000306254655405,0.0452263074904
Ar,1s,0.000308201468844,0.0455131379214
Ar,1s,0.000310160657873,0.0458017792119
Ar,1s,0.000312132301165,0.0460922426441
Ar,1s,0.000314116477887,0.0463845395667
Ar,1s,0.000316113267714,0.0466786813973
