atom,basis,shell,response_l,occupation,epsilon_Ha,n_grid,r_max,signed_alpha0_core,signed_C6_self_core,raw_positive_alpha0_core,raw_positive_C6_self_core,cphf_trk_scale,cphf_alpha0_core,cphf_C6_self_core,signed_sum_osc,signed_sum_osc_over_occupation,positive_sum_osc,positive_sum_osc_over_occupation,cphf_positive_sum_osc,cphf_positive_sum_osc_over_occupation,negative_sum_osc,n_negative_delta_states,operator_trk_pass,raw_absorption_trk_pass,cphf_absorption_trk_pass,psp_go_no_go_ready,method,note
Zn,ano-rcc,3d,p;f,10.0,-0.7891725598676744,320,40.0,5.241313233951173,14.056504096039214,5.4267840099464415,16.20837091184047,0.6648817253923547,3.6081695158648315,7.1651973917411285,9.920743990781464,0.9920743990781464,15.04026899535986,1.504026899535986,10.0,1.0,-5.119525004578396,2,true,false,true,true,PAULI_PROJECTED_TRK_CONSTRAINED_CPHF_EXPERIMENTAL,Radial-box central-field response with Pauli-positive absorption separated and constrained to the shell TRK sum before PSP C6 use.
