atom,basis,shell,response_l,occupation,epsilon_Ha,n_grid,r_max,signed_alpha0_core,signed_C6_self_core,raw_positive_alpha0_core,raw_positive_C6_self_core,cphf_trk_scale,cphf_alpha0_core,cphf_C6_self_core,signed_sum_osc,signed_sum_osc_over_occupation,positive_sum_osc,positive_sum_osc_over_occupation,cphf_positive_sum_osc,cphf_positive_sum_osc_over_occupation,negative_sum_osc,n_negative_delta_states,operator_trk_pass,raw_absorption_trk_pass,cphf_absorption_trk_pass,psp_go_no_go_ready,method,note
Cd,ano-rcc,4d,p;f,10.0,-0.8015196574189284,320,50.0,4.844037608677657,18.065994148724133,7.147445787396428,43.4910873922374,0.6457653424039395,4.615572776211649,18.13634349686969,9.796335192279209,0.9796335192279209,15.485501223670184,1.5485501223670184,10.0,1.0,-5.689166031390976,3,true,false,true,true,PAULI_PROJECTED_TRK_CONSTRAINED_CPHF_EXPERIMENTAL,Radial-box central-field response with Pauli-positive absorption separated and constrained to the shell TRK sum before PSP C6 use.
