atom,orbital,r_bohr,R
Ar,1s,5.85880973582e-05,148.090598306
Ar,1s,5.89605328241e-05,148.090489881
Ar,1s,5.93353358045e-05,148.090380076
Ar,1s,5.97125213495e-05,148.090268874
Ar,1s,6.00921046046e-05,148.090156257
Ar,1s,6.04741008117e-05,148.090042208
Ar,1s,6.08585253096e-05,148.089926707
Ar,1s,6.12453935344e-05,148.089809737
Ar,1s,6.16347210207e-05,148.089691279
Ar,1s,6.20265234016e-05,148.089571313
Ar,1s,6.24208164096e-05,148.089449822
Ar,1s,6.28176158771e-05,148.089326785
Ar,1s,6.32169377375e-05,148.089202183
Ar,1s,6.36187980251e-05,148.089075997
Ar,1s,6.40232128764e-05,148.088948205
Ar,1s,6.44301985303e-05,148.088818788
Ar,1s,6.48397713289e-05,148.088687724
Ar,1s,6.52519477185e-05,148.088554994
Ar,1s,6.56667442495e-05,148.088420576
Ar,1s,6.60841775779e-05,148.088284449
Ar,1s,6.65042644654e-05,148.08814659
Ar,1s,6.69270217802e-05,148.088006978
Ar,1s,6.73524664977e-05,148.087865591
Ar,1s,6.77806157015e-05,148.087722406
Ar,1s,6.82114865835e-05,148.087577401
Ar,1s,6.86450964451e-05,148.087430552
Ar,1s,6.90814626973e-05,148.087281836
Ar,1s,6.95206028623e-05,148.087131229
Ar,1s,6.99625345734e-05,148.086978708
Ar,1s,7.04072755759e-05,148.086824248
Ar,1s,7.08548437281e-05,148.086667824
Ar,1s,7.13052570018e-05,148.086509412
Ar,1s,7.1758533483e-05,148.086348987
Ar,1s,7.22146913726e-05,148.086186522
Ar,1s,7.26737489873e-05,148.086021993
Ar,1s,7.31357247602e-05,148.085855373
Ar,1s,7.36006372415e-05,148.085686635
Ar,1s,7.40685050995e-05,148.085515753
Ar,1s,7.45393471211e-05,148.085342699
Ar,1s,7.50131822126e-05,148.085167446
Ar,1s,7.54900294003e-05,148.084989967
Ar,1s,7.59699078318e-05,148.084810233
Ar,1s,7.64528367763e-05,148.084628215
Ar,1s,7.69388356253e-05,148.084443885
Ar,1s,7.74279238937e-05,148.084257213
Ar,1s,7.79201212205e-05,148.08406817
Ar,1s,7.84154473696e-05,148.083876726
Ar,1s,7.89139222303e-05,148.08368285
Ar,1s,7.94155658185e-05,148.083486512
Ar,1s,7.99203982774e-05,148.08328768
Ar,1s,8.04284398781e-05,148.083086323
Ar,1s,8.09397110206e-05,148.082882409
Ar,1s,8.14542322346e-05,148.082675906
Ar,1s,8.19720241803e-05,148.082466781
Ar,1s,8.24931076493e-05,148.082255
Ar,1s,8.30175035652e-05,148.082040531
Ar,1s,8.35452329848e-05,148.081823339
Ar,1s,8.40763170986e-05,148.08160339
Ar,1s,8.46107772319e-05,148.081380649
Ar,1s,8.51486348456e-05,148.08115508
Ar,1s,8.56899115368e-05,148.080926649
Ar,1s,8.62346290402e-05,148.080695318
Ar,1s,8.67828092285e-05,148.080461052
Ar,1s,8.73344741133e-05,148.080223813
Ar,1s,8.78896458464e-05,148.079983564
Ar,1s,8.84483467203e-05,148.079740267
Ar,1s,8.90105991692e-05,148.079493882
Ar,1s,8.95764257698e-05,148.079244372
Ar,1s,9.01458492426e-05,148.078991697
Ar,1s,9.07188924522e-05,148.078735816
Ar,1s,9.12955784088e-05,148.07847669
Ar,1s,9.18759302688e-05,148.078214278
Ar,1s,9.24599713357e-05,148.077948538
Ar,1s,9.30477250613e-05,148.077679427
Ar,1s,9.36392150463e-05,148.077406905
Ar,1s,9.42344650416e-05,148.077130927
Ar,1s,9.48334989489e-05,148.07685145
Ar,1s,9.54363408221e-05,148.07656843
Ar,1s,9.60430148678e-05,148.076281822
Ar,1s,9.66535454465e-05,148.075991582
Ar,1s,9.72679570735e-05,148.075697663
Ar,1s,9.78862744202e-05,148.075400019
Ar,1s,9.85085223145e-05,148.075098603
Ar,1s,9.91347257424e-05,148.074793368
Ar,1s,9.97649098485e-05,148.074484265
Ar,1s,0.000100399099937,148.074171247
Ar,1s,0.000101037321475,148.073854263
Ar,1s,0.000101679600087,148.073533264
Ar,1s,0.000102325961566,148.073208199
Ar,1s,0.000102976431864,148.072879017
Ar,1s,0.000103631037101,148.072545667
Ar,1s,0.000104289803563,148.072208095
Ar,1s,0.0001049527577,148.07186625
Ar,1s,0.000105619926135,148.071520076
Ar,1s,0.000106291335656,148.071169521
Ar,1s,0.000106967013224,148.070814528
Ar,1s,0.000107646985969,148.070455042
Ar,1s,0.000108331281196,148.070091007
Ar,1s,0.000109019926381,148.069722365
Ar,1s,0.000109712949178,148.06934906
