atom,alpha0_eft,alpha0_ref,err_alpha_pct,C6_eft,C6_ref,err_C6_pct,source
Ar,11.35263721,11.1,2.2760109009008973,109.02330349,64.3,69.55412673405911,standard all-atom benchmark
