atom,alpha0_eft,alpha0_ref,err_alpha_pct,C6_eft,C6_ref,err_C6_pct,source
Ar,11.90142745,11.1,7.220067117117119,113.38869371,64.3,76.34322505443235,standard all-atom benchmark
