atom,orbital,r_bohr,R
Ar,6s,1.51926079157e-05,-10.2752059777
Ar,6s,1.52891849725e-05,-10.275206251
Ar,6s,1.53863759547e-05,-10.2752065278
Ar,6s,1.5484184765e-05,-10.2752068082
Ar,6s,1.55826153306e-05,-10.2752070921
Ar,6s,1.56816716042e-05,-10.2752073796
Ar,6s,1.57813575632e-05,-10.2752076709
Ar,6s,1.58816772104e-05,-10.2752079658
Ar,6s,1.5982634574e-05,-10.2752082645
Ar,6s,1.6084233708e-05,-10.275208567
Ar,6s,1.61864786919e-05,-10.2752088733
Ar,6s,1.62893736314e-05,-10.2752091836
Ar,6s,1.63929226581e-05,-10.2752094978
Ar,6s,1.64971299299e-05,-10.275209816
Ar,6s,1.66019996312e-05,-10.2752101383
Ar,6s,1.6707535973e-05,-10.2752104647
Ar,6s,1.68137431929e-05,-10.2752107953
Ar,6s,1.69206255558e-05,-10.27521113
Ar,6s,1.70281873532e-05,-10.2752114691
Ar,6s,1.71364329044e-05,-10.2752118125
Ar,6s,1.72453665557e-05,-10.2752121602
Ar,6s,1.73549926815e-05,-10.2752125124
Ar,6s,1.74653156835e-05,-10.2752128691
Ar,6s,1.75763399918e-05,-10.2752132303
Ar,6s,1.76880700644e-05,-10.2752135961
Ar,6s,1.78005103878e-05,-10.2752139666
Ar,6s,1.79136654769e-05,-10.2752143418
Ar,6s,1.80275398754e-05,-10.2752147218
Ar,6s,1.81421381559e-05,-10.2752151067
Ar,6s,1.82574649198e-05,-10.2752154964
Ar,6s,1.83735247982e-05,-10.2752158911
Ar,6s,1.84903224512e-05,-10.2752162909
Ar,6s,1.86078625689e-05,-10.2752166957
Ar,6s,1.87261498708e-05,-10.2752171058
Ar,6s,1.88451891069e-05,-10.275217521
Ar,6s,1.89649850569e-05,-10.2752179416
Ar,6s,1.90855425313e-05,-10.2752183675
Ar,6s,1.92068663708e-05,-10.2752187988
Ar,6s,1.93289614472e-05,-10.2752192356
Ar,6s,1.94518326632e-05,-10.2752196781
Ar,6s,1.95754849524e-05,-10.2752201261
Ar,6s,1.96999232801e-05,-10.2752205799
Ar,6s,1.98251526429e-05,-10.2752210394
Ar,6s,1.99511780695e-05,-10.2752215048
Ar,6s,2.00780046201e-05,-10.2752219762
Ar,6s,2.02056373876e-05,-10.2752224535
Ar,6s,2.03340814967e-05,-10.275222937
Ar,6s,2.04633421052e-05,-10.2752234266
Ar,6s,2.05934244034e-05,-10.2752239224
Ar,6s,2.07243336146e-05,-10.2752244246
Ar,6s,2.08560749954e-05,-10.2752249332
Ar,6s,2.09886538357e-05,-10.2752254482
Ar,6s,2.11220754593e-05,-10.2752259699
Ar,6s,2.12563452234e-05,-10.2752264982
Ar,6s,2.13914685196e-05,-10.2752270332
Ar,6s,2.15274507738e-05,-10.275227575
Ar,6s,2.1664297446e-05,-10.2752281238
Ar,6s,2.18020140314e-05,-10.2752286795
Ar,6s,2.19406060598e-05,-10.2752292424
Ar,6s,2.20800790962e-05,-10.2752298124
Ar,6s,2.22204387412e-05,-10.2752303897
Ar,6s,2.23616906307e-05,-10.2752309743
Ar,6s,2.25038404366e-05,-10.2752315664
Ar,6s,2.26468938668e-05,-10.275232166
Ar,6s,2.27908566655e-05,-10.2752327733
Ar,6s,2.29357346134e-05,-10.2752333884
Ar,6s,2.30815335281e-05,-10.2752340113
Ar,6s,2.32282592638e-05,-10.2752346421
Ar,6s,2.33759177124e-05,-10.275235281
Ar,6s,2.35245148028e-05,-10.275235928
Ar,6s,2.3674056502e-05,-10.2752365832
Ar,6s,2.38245488146e-05,-10.2752372469
Ar,6s,2.39759977835e-05,-10.2752379189
Ar,6s,2.41284094901e-05,-10.2752385996
Ar,6s,2.42817900543e-05,-10.2752392889
Ar,6s,2.4436145635e-05,-10.275239987
Ar,6s,2.45914824302e-05,-10.2752406941
Ar,6s,2.47478066775e-05,-10.2752414101
Ar,6s,2.49051246537e-05,-10.2752421353
Ar,6s,2.5063442676e-05,-10.2752428697
Ar,6s,2.52227671014e-05,-10.2752436135
Ar,6s,2.53831043275e-05,-10.2752443667
Ar,6s,2.55444607926e-05,-10.2752451296
Ar,6s,2.57068429757e-05,-10.2752459022
Ar,6s,2.58702573973e-05,-10.2752466846
Ar,6s,2.6034710619e-05,-10.275247477
Ar,6s,2.62002092444e-05,-10.2752482796
Ar,6s,2.63667599189e-05,-10.2752490923
Ar,6s,2.65343693303e-05,-10.2752499155
Ar,6s,2.67030442088e-05,-10.2752507491
Ar,6s,2.68727913274e-05,-10.2752515933
Ar,6s,2.70436175021e-05,-10.2752524483
Ar,6s,2.72155295924e-05,-10.2752533142
Ar,6s,2.73885345012e-05,-10.2752541912
Ar,6s,2.75626391755e-05,-10.2752550793
Ar,6s,2.77378506062e-05,-10.2752559788
Ar,6s,2.79141758289e-05,-10.2752568897
Ar,6s,2.80916219237e-05,-10.2752578122
Ar,6s,2.82701960158e-05,-10.2752587466
Ar,6s,2.84499052759e-05,-10.2752596928
Ar,6s,2.86307569198e-05,-10.275260651
Ar,6s,2.88127582097e-05,-10.2752616215
Ar,6s,2.89959164536e-05,-10.2752626044
Ar,6s,2.91802390061e-05,-10.2752635998
Ar,6s,2.93657332686e-05,-10.2752646079
Ar,6s,2.95524066894e-05,-10.2752656289
Ar,6s,2.97402667642e-05,-10.2752666628
Ar,6s,2.99293210364e-05,-10.27526771
Ar,6s,3.01195770973e-05,-10.2752687705
Ar,6s,3.03110425866e-05,-10.2752698445
Ar,6s,3.05037251924e-05,-10.2752709322
Ar,6s,3.06976326517e-05,-10.2752720338
Ar,6s,3.08927727506e-05,-10.2752731494
Ar,6s,3.1089153325e-05,-10.2752742792
Ar,6s,3.12867822603e-05,-10.2752754235
Ar,6s,3.14856674921e-05,-10.2752765823
Ar,6s,3.16858170066e-05,-10.2752777559
Ar,6s,3.18872388405e-05,-10.2752789445
Ar,6s,3.20899410819e-05,-10.2752801482
Ar,6s,3.229393187e-05,-10.2752813673
Ar,6s,3.2499219396e-05,-10.2752826019
Ar,6s,3.27058119031e-05,-10.2752838523
Ar,6s,3.29137176867e-05,-10.2752851186
Ar,6s,3.31229450952e-05,-10.275286401
Ar,6s,3.33335025299e-05,-10.2752876998
Ar,6s,3.35453984457e-05,-10.2752890152
Ar,6s,3.3758641351e-05,-10.2752903473
Ar,6s,3.39732398084e-05,-10.2752916964
Ar,6s,3.41892024351e-05,-10.2752930627
Ar,6s,3.44065379027e-05,-10.2752944464
Ar,6s,3.46252549382e-05,-10.2752958477
Ar,6s,3.48453623241e-05,-10.2752972669
Ar,6s,3.50668688985e-05,-10.2752987043
Ar,6s,3.5289783556e-05,-10.2753001599
Ar,6s,3.55141152474e-05,-10.2753016341
Ar,6s,3.57398729807e-05,-10.2753031271
Ar,6s,3.59670658209e-05,-10.2753046391
Ar,6s,3.61957028909e-05,-10.2753061704
Ar,6s,3.64257933713e-05,-10.2753077212
Ar,6s,3.66573465013e-05,-10.2753092917
Ar,6s,3.68903715787e-05,-10.2753108823
Ar,6s,3.71248779604e-05,-10.2753124932
Ar,6s,3.73608750629e-05,-10.2753141246
Ar,6s,3.75983723624e-05,-10.2753157768
Ar,6s,3.78373793956e-05,-10.2753174501
Ar,6s,3.80779057594e-05,-10.2753191446
Ar,6s,3.83199611121e-05,-10.2753208608
Ar,6s,3.85635551732e-05,-10.2753225989
Ar,6s,3.8808697724e-05,-10.2753243591
Ar,6s,3.90553986081e-05,-10.2753261418
Ar,6s,3.93036677316e-05,-10.2753279472
Ar,6s,3.95535150634e-05,-10.2753297755
Ar,6s,3.9804950636e-05,-10.2753316272
Ar,6s,4.00579845456e-05,-10.2753335025
Ar,6s,4.03126269527e-05,-10.2753354017
Ar,6s,4.05688880821e-05,-10.2753373251
Ar,6s,4.08267782238e-05,-10.2753392731
Ar,6s,4.10863077332e-05,-10.2753412458
Ar,6s,4.13474870316e-05,-10.2753432437
Ar,6s,4.16103266063e-05,-10.2753452671
Ar,6s,4.18748370116e-05,-10.2753473162
Ar,6s,4.21410288685e-05,-10.2753493915
Ar,6s,4.24089128658e-05,-10.2753514932
Ar,6s,4.26784997603e-05,-10.2753536217
Ar,6s,4.29498003769e-05,-10.2753557773
Ar,6s,4.32228256096e-05,-10.2753579604
Ar,6s,4.34975864213e-05,-10.2753601713
Ar,6s,4.37740938451e-05,-10.2753624104
Ar,6s,4.40523589837e-05,-10.275364678
Ar,6s,4.43323930107e-05,-10.2753669745
Ar,6s,4.46142071707e-05,-10.2753693003
Ar,6s,4.48978127797e-05,-10.2753716558
Ar,6s,4.51832212257e-05,-10.2753740412
Ar,6s,4.54704439689e-05,-10.2753764571
Ar,6s,4.57594925427e-05,-10.2753789037
Ar,6s,4.60503785535e-05,-10.2753813815
Ar,6s,4.63431136817e-05,-10.2753838909
Ar,6s,4.66377096817e-05,-10.2753864323
Ar,6s,4.6934178383e-05,-10.2753890061
Ar,6s,4.72325316898e-05,-10.2753916126
Ar,6s,4.75327815825e-05,-10.2753942524
Ar,6s,4.78349401172e-05,-10.2753969258
Ar,6s,4.8139019427e-05,-10.2753996333
Ar,6s,4.84450317219e-05,-10.2754023752
Ar,6s,4.87529892896e-05,-10.2754051521
Ar,6s,4.90629044958e-05,-10.2754079644
Ar,6s,4.93747897851e-05,-10.2754108125
Ar,6s,4.96886576808e-05,-10.275413697
Ar,6s,5.00045207862e-05,-10.2754166181
Ar,6s,5.03223917845e-05,-10.2754195765
Ar,6s,5.06422834395e-05,-10.2754225726
Ar,6s,5.09642085962e-05,-10.2754256068
Ar,6s,5.12881801813e-05,-10.2754286797
Ar,6s,5.16142112036e-05,-10.2754317918
Ar,6s,5.19423147547e-05,-10.2754349435
Ar,6s,5.22725040093e-05,-10.2754381354
Ar,6s,5.26047922258e-05,-10.2754413679
Ar,6s,5.29391927471e-05,-10.2754446416
Ar,6s,5.32757190007e-05,-10.275447957
Ar,6s,5.36143844997e-05,-10.2754513147
Ar,6s,5.39552028428e-05,-10.2754547151
Ar,6s,5.42981877153e-05,-10.2754581589
Ar,6s,5.46433528896e-05,-10.2754616465
Ar,6s,5.49907122255e-05,-10.2754651785
Ar,6s,5.53402796709e-05,-10.2754687556
Ar,6s,5.56920692625e-05,-10.2754723782
Ar,6s,5.6046095126e-05,-10.2754760469
Ar,6s,5.64023714771e-05,-10.2754797624
Ar,6s,5.67609126219e-05,-10.2754835252
Ar,6s,5.71217329572e-05,-10.275487336
Ar,6s,5.74848469715e-05,-10.2754911952
Ar,6s,5.78502692454e-05,-10.2754951037
Ar,6s,5.82180144522e-05,-10.2754990619
Ar,6s,5.85880973582e-05,-10.2755030705
Ar,6s,5.89605328241e-05,-10.2755071302
Ar,6s,5.93353358045e-05,-10.2755112416
Ar,6s,5.97125213495e-05,-10.2755154054
Ar,6s,6.00921046046e-05,-10.2755196222
Ar,6s,6.04741008117e-05,-10.2755238926
Ar,6s,6.08585253096e-05,-10.2755282175
Ar,6s,6.12453935344e-05,-10.2755325975
Ar,6s,6.16347210207e-05,-10.2755370332
Ar,6s,6.20265234016e-05,-10.2755415254
Ar,6s,6.24208164096e-05,-10.2755460748
Ar,6s,6.28176158771e-05,-10.2755506822
Ar,6s,6.32169377375e-05,-10.2755553482
Ar,6s,6.36187980251e-05,-10.2755600737
Ar,6s,6.40232128764e-05,-10.2755648593
Ar,6s,6.44301985303e-05,-10.2755697058
Ar,6s,6.48397713289e-05,-10.2755746141
Ar,6s,6.52519477185e-05,-10.2755795849
Ar,6s,6.56667442495e-05,-10.2755846189
Ar,6s,6.60841775779e-05,-10.275589717
Ar,6s,6.65042644654e-05,-10.2755948801
Ar,6s,6.69270217802e-05,-10.2756001089
Ar,6s,6.73524664977e-05,-10.2756054042
Ar,6s,6.77806157015e-05,-10.275610767
Ar,6s,6.82114865835e-05,-10.275616198
Ar,6s,6.86450964451e-05,-10.2756216982
Ar,6s,6.90814626973e-05,-10.2756272684
Ar,6s,6.95206028623e-05,-10.2756329095
Ar,6s,6.99625345734e-05,-10.2756386224
Ar,6s,7.04072755759e-05,-10.275644408
Ar,6s,7.08548437281e-05,-10.2756502673
Ar,6s,7.13052570018e-05,-10.2756562012
Ar,6s,7.1758533483e-05,-10.2756622105
Ar,6s,7.22146913726e-05,-10.2756682964
Ar,6s,7.26737489873e-05,-10.2756744597
Ar,6s,7.31357247602e-05,-10.2756807015
Ar,6s,7.36006372415e-05,-10.2756870227
Ar,6s,7.40685050995e-05,-10.2756934243
Ar,6s,7.45393471211e-05,-10.2756999074
Ar,6s,7.50131822126e-05,-10.275706473
Ar,6s,7.54900294003e-05,-10.2757131222
Ar,6s,7.59699078318e-05,-10.275719856
Ar,6s,7.64528367763e-05,-10.2757266754
Ar,6s,7.69388356253e-05,-10.2757335817
Ar,6s,7.74279238937e-05,-10.2757405758
Ar,6s,7.79201212205e-05,-10.2757476589
Ar,6s,7.84154473696e-05,-10.2757548321
Ar,6s,7.89139222303e-05,-10.2757620966
Ar,6s,7.94155658185e-05,-10.2757694535
Ar,6s,7.99203982774e-05,-10.275776904
Ar,6s,8.04284398781e-05,-10.2757844492
Ar,6s,8.09397110206e-05,-10.2757920905
Ar,6s,8.14542322346e-05,-10.2757998289
Ar,6s,8.19720241803e-05,-10.2758076658
Ar,6s,8.24931076493e-05,-10.2758156024
Ar,6s,8.30175035652e-05,-10.2758236399
Ar,6s,8.35452329848e-05,-10.2758317797
Ar,6s,8.40763170986e-05,-10.275840023
Ar,6s,8.46107772319e-05,-10.2758483711
Ar,6s,8.51486348456e-05,-10.2758568254
Ar,6s,8.56899115368e-05,-10.2758653871
Ar,6s,8.62346290402e-05,-10.2758740578
Ar,6s,8.67828092285e-05,-10.2758828387
Ar,6s,8.73344741133e-05,-10.2758917313
Ar,6s,8.78896458464e-05,-10.275900737
Ar,6s,8.84483467203e-05,-10.2759098571
Ar,6s,8.90105991692e-05,-10.2759190933
Ar,6s,8.95764257698e-05,-10.2759284468
Ar,6s,9.01458492426e-05,-10.2759379192
Ar,6s,9.07188924522e-05,-10.2759475121
Ar,6s,9.12955784088e-05,-10.2759572269
Ar,6s,9.18759302688e-05,-10.2759670652
Ar,6s,9.24599713357e-05,-10.2759770286
Ar,6s,9.30477250613e-05,-10.2759871186
Ar,6s,9.36392150463e-05,-10.2759973368
Ar,6s,9.42344650416e-05,-10.2760076849
Ar,6s,9.48334989489e-05,-10.2760181645
Ar,6s,9.54363408221e-05,-10.2760287773
Ar,6s,9.60430148678e-05,-10.276039525
Ar,6s,9.66535454465e-05,-10.2760504092
Ar,6s,9.72679570735e-05,-10.2760614317
Ar,6s,9.78862744202e-05,-10.2760725943
Ar,6s,9.85085223145e-05,-10.2760838987
Ar,6s,9.91347257424e-05,-10.2760953467
Ar,6s,9.97649098485e-05,-10.2761069402
Ar,6s,0.000100399099937,-10.2761186809
Ar,6s,0.000101037321475,-10.2761305708
Ar,6s,0.000101679600087,-10.2761426116
Ar,6s,0.000102325961566,-10.2761548055
Ar,6s,0.000102976431864,-10.2761671542
Ar,6s,0.000103631037101,-10.2761796597
Ar,6s,0.000104289803563,-10.276192324
Ar,6s,0.0001049527577,-10.2762051491
Ar,6s,0.000105619926135,-10.2762181371
Ar,6s,0.000106291335656,-10.2762312901
Ar,6s,0.000106967013224,-10.27624461
Ar,6s,0.000107646985969,-10.276258099
Ar,6s,0.000108331281196,-10.2762717592
Ar,6s,0.000109019926381,-10.2762855929
Ar,6s,0.000109712949178,-10.2762996021
Ar,6s,0.000110410377413,-10.2763137892
Ar,6s,0.000111112239091,-10.2763281563
Ar,6s,0.000111818562396,-10.2763427058
Ar,6s,0.000112529375688,-10.2763574399
Ar,6s,0.00011324470751,-10.2763723609
Ar,6s,0.000113964586587,-10.2763874713
Ar,6s,0.000114689041823,-10.2764027734
Ar,6s,0.000115418102308,-10.2764182697
Ar,6s,0.000116151797319,-10.2764339625
Ar,6s,0.000116890156315,-10.2764498544
Ar,6s,0.000117633208944,-10.2764659479
Ar,6s,0.000118380985045,-10.2764822455
Ar,6s,0.000119133514642,-10.2764987498
Ar,6s,0.000119890827954,-10.2765154634
Ar,6s,0.000120652955389,-10.2765323889
Ar,6s,0.00012141992755,-10.276549529
Ar,6s,0.000122191775234,-10.2765668865
Ar,6s,0.000122968529435,-10.276584464
Ar,6s,0.000123750221342,-10.2766022644
Ar,6s,0.000124536882343,-10.2766202904
Ar,6s,0.000125328544026,-10.2766385448
Ar,6s,0.000126125238181,-10.2766570306
Ar,6s,0.000126926996797,-10.2766757507
Ar,6s,0.000127733852068,-10.276694708
Ar,6s,0.000128545836393,-10.2767139055
Ar,6s,0.000129362982377,-10.2767333463
Ar,6s,0.000130185322831,-10.2767530333
Ar,6s,0.000131012890777,-10.2767729697
Ar,6s,0.000131845719443,-10.2767931587
Ar,6s,0.000132683842273,-10.2768136033
Ar,6s,0.00013352729292,-10.2768343069
Ar,6s,0.000134376105251,-10.2768552726
Ar,6s,0.000135230313352,-10.2768765038
Ar,6s,0.000136089951521,-10.2768980038
Ar,6s,0.000136955054277,-10.276919776
Ar,6s,0.000137825656357,-10.2769418237
Ar,6s,0.00013870179272,-10.2769641506
Ar,6s,0.000139583498547,-10.27698676
Ar,6s,0.00014047080924,-10.2770096555
Ar,6s,0.000141363760431,-10.2770328408
Ar,6s,0.000142262387973,-10.2770563193
Ar,6s,0.000143166727952,-10.2770800949
Ar,6s,0.000144076816681,-10.2771041713
Ar,6s,0.000144992690702,-10.2771285522
Ar,6s,0.000145914386793,-10.2771532414
Ar,6s,0.000146841941963,-10.2771782428
Ar,6s,0.000147775393458,-10.2772035603
Ar,6s,0.00014871477876,-10.277229198
Ar,6s,0.000149660135588,-10.2772551597
Ar,6s,0.000150611501904,-10.2772814495
Ar,6s,0.000151568915907,-10.2773080717
Ar,6s,0.000152532416044,-10.2773350302
Ar,6s,0.000153502041002,-10.2773623294
Ar,6s,0.000154477829715,-10.2773899735
Ar,6s,0.000155459821367,-10.2774179668
Ar,6s,0.000156448055387,-10.2774463137
Ar,6s,0.000157442571458,-10.2774750186
Ar,6s,0.000158443409513,-10.2775040859
Ar,6s,0.000159450609742,-10.2775335203
Ar,6s,0.000160464212586,-10.2775633263
Ar,6s,0.000161484258746,-10.2775935084
Ar,6s,0.000162510789183,-10.2776240716
Ar,6s,0.000163543845114,-10.2776550204
Ar,6s,0.000164583468022,-10.2776863597
Ar,6s,0.000165629699651,-10.2777180944
Ar,6s,0.000166682582014,-10.2777502294
Ar,6s,0.000167742157386,-10.2777827697
Ar,6s,0.000168808468315,-10.2778157204
Ar,6s,0.000169881557618,-10.2778490866
Ar,6s,0.000170961468383,-10.2778828734
Ar,6s,0.000172048243974,-10.277917086
Ar,6s,0.000173141928029,-10.2779517299
Ar,6s,0.000174242564464,-10.2779868103
Ar,6s,0.000175350197475,-10.2780223328
Ar,6s,0.000176464871537,-10.2780583027
Ar,6s,0.000177586631409,-10.2780947257
Ar,6s,0.000178715522136,-10.2781316073
Ar,6s,0.000179851589046,-10.2781689534
Ar,6s,0.000180994877758,-10.2782067696
Ar,6s,0.000182145434179,-10.2782450618
Ar,6s,0.000183303304509,-10.278283836
Ar,6s,0.000184468535242,-10.278323098
Ar,6s,0.000185641173166,-10.278362854
Ar,6s,0.000186821265367,-10.27840311
Ar,6s,0.000188008859233,-10.2784438723
Ar,6s,0.000189204002448,-10.2784851472
Ar,6s,0.000190406743004,-10.278526941
Ar,6s,0.000191617129196,-10.2785692601
Ar,6s,0.000192835209625,-10.2786121111
Ar,6s,0.000194061033203,-10.2786555004
Ar,6s,0.000195294649151,-10.2786994348
Ar,6s,0.000196536107006,-10.2787439211
Ar,6s,0.000197785456615,-10.278788966
Ar,6s,0.000199042748147,-10.2788345764
Ar,6s,0.000200308032087,-10.2788807594
Ar,6s,0.00020158135924,-10.2789275219
Ar,6s,0.000202862780737,-10.2789748712
Ar,6s,0.000204152348033,-10.2790228144
Ar,6s,0.000205450112908,-10.279071359
Ar,6s,0.000206756127473,-10.2791205123
Ar,6s,0.000208070444171,-10.2791702818
Ar,6s,0.000209393115776,-10.2792206752
Ar,6s,0.000210724195401,-10.2792717
Ar,6s,0.000212063736492,-10.279323364
Ar,6s,0.000213411792839,-10.2793756752
Ar,6s,0.000214768418571,-10.2794286414
Ar,6s,0.000216133668163,-10.2794822708
Ar,6s,0.000217507596436,-10.2795365714
Ar,6s,0.000218890258557,-10.2795915515
Ar,6s,0.000220281710048,-10.2796472195
Ar,6s,0.000221682006781,-10.2797035837
Ar,6s,0.000223091204983,-10.2797606527
Ar,6s,0.00022450936124,-10.2798184351
Ar,6s,0.000225936532497,-10.2798769397
Ar,6s,0.00022737277606,-10.2799361753
Ar,6s,0.000228818149602,-10.2799961508
Ar,6s,0.000230272711159,-10.2800568753
Ar,6s,0.000231736519139,-10.280118358
Ar,6s,0.00023320963232,-10.280180608
Ar,6s,0.000234692109853,-10.2802436348
Ar,6s,0.000236184011267,-10.2803074478
Ar,6s,0.000237685396467,-10.2803720566
Ar,6s,0.00023919632574,-10.2804374709
Ar,6s,0.000240716859757,-10.2805037004
Ar,6s,0.000242247059573,-10.2805707552
Ar,6s,0.000243786986632,-10.2806386453
Ar,6s,0.000245336702769,-10.2807073808
Ar,6s,0.000246896270212,-10.2807769719
Ar,6s,0.000248465751584,-10.280847429
Ar,6s,0.000250045209906,-10.2809187627
Ar,6s,0.0002516347086,-10.2809909836
Ar,6s,0.000253234311491,-10.2810641024
Ar,6s,0.00025484408281,-10.28113813
Ar,6s,0.000256464087196,-10.2812130773
Ar,6s,0.0002580943897,-10.2812889555
Ar,6s,0.000259735055784,-10.2813657759
Ar,6s,0.000261386151328,-10.2814435497
Ar,6s,0.000263047742631,-10.2815222886
Ar,6s,0.000264719896413,-10.2816020041
Ar,6s,0.000266402679817,-10.2816827079
Ar,6s,0.000268096160416,-10.281764412
Ar,6s,0.000269800406208,-10.2818471285
Ar,6s,0.000271515485627,-10.2819308694
Ar,6s,0.00027324146754,-10.2820156471
Ar,6s,0.000274978421253,-10.2821014739
Ar,6s,0.000276726416512,-10.2821883626
Ar,6s,0.000278485523506,-10.2822763257
Ar,6s,0.000280255812871,-10.2823653762
Ar,6s,0.000282037355692,-10.282455527
Ar,6s,0.000283830223505,-10.2825467914
Ar,6s,0.0002856344883,-10.2826391825
Ar,6s,0.000287450222528,-10.2827327138
Ar,6s,0.000289277499097,-10.2828273989
Ar,6s,0.000291116391381,-10.2829232516
Ar,6s,0.000292966973218,-10.2830202856
Ar,6s,0.000294829318917,-10.2831185152
Ar,6s,0.00029670350326,-10.2832179544
Ar,6s,0.000298589601502,-10.2833186175
Ar,6s,0.000300487689379,-10.2834205192
Ar,6s,0.000302397843107,-10.283523674
Ar,6s,0.000304320139386,-10.2836280968
Ar,6s,0.000306254655405,-10.2837338025
Ar,6s,0.000308201468844,-10.2838408064
Ar,6s,0.000310160657873,-10.2839491236
Ar,6s,0.000312132301165,-10.2840587696
Ar,6s,0.000314116477887,-10.2841697602
Ar,6s,0.000316113267714,-10.284282111
Ar,6s,0.000318122750824,-10.2843958381
Ar,6s,0.000320145007908,-10.2845109576
Ar,6s,0.000322180120167,-10.2846274857
Ar,6s,0.000324228169319,-10.2847454391
Ar,6s,0.000326289237603,-10.2848648343
Ar,6s,0.000328363407779,-10.2849856881
Ar,6s,0.000330450763134,-10.2851080176
Ar,6s,0.000332551387483,-10.2852318399
Ar,6s,0.000334665365177,-10.2853571725
Ar,6s,0.000336792781099,-10.2854840328
Ar,6s,0.000338933720675,-10.2856124385
Ar,6s,0.000341088269873,-10.2857424077
Ar,6s,0.000343256515206,-10.2858739583
Ar,6s,0.000345438543739,-10.2860071086
Ar,6s,0.00034763444309,-10.2861418772
Ar,6s,0.000349844301433,-10.2862782825
Ar,6s,0.000352068207504,-10.2864163436
Ar,6s,0.000354306250601,-10.2865560794
Ar,6s,0.000356558520592,-10.2866975092
Ar,6s,0.000358825107914,-10.2868406523
Ar,6s,0.000361106103581,-10.2869855284
Ar,6s,0.000363401599185,-10.2871321572
Ar,6s,0.000365711686899,-10.2872805588
Ar,6s,0.000368036459482,-10.2874307534
Ar,6s,0.000370376010286,-10.2875827613
Ar,6s,0.000372730433251,-10.2877366033
Ar,6s,0.000375099822919,-10.2878922999
Ar,6s,0.00037748427443,-10.2880498724
Ar,6s,0.000379883883531,-10.2882093418
Ar,6s,0.000382298746575,-10.2883707296
Ar,6s,0.000384728960529,-10.2885340575
Ar,6s,0.000387174622978,-10.2886993471
Ar,6s,0.000389635832124,-10.2888666206
Ar,6s,0.000392112686795,-10.2890359002
Ar,6s,0.000394605286449,-10.2892072083
Ar,6s,0.000397113731172,-10.2893805676
Ar,6s,0.000399638121691,-10.289556001
Ar,6s,0.000402178559369,-10.2897335316
Ar,6s,0.000404735146216,-10.2899131826
Ar,6s,0.00040730798489,-10.2900949776
Ar,6s,0.000409897178701,-10.2902789403
Ar,6s,0.000412502831617,-10.2904650946
Ar,6s,0.000415125048265,-10.2906534647
Ar,6s,0.000417763933938,-10.290844075
Ar,6s,0.000420419594599,-10.2910369501
Ar,6s,0.000423092136883,-10.2912321147
Ar,6s,0.000425781668106,-10.291429594
Ar,6s,0.000428488296261,-10.2916294132
Ar,6s,0.000431212130033,-10.2918315977
Ar,6s,0.000433953278795,-10.2920361732
Ar,6s,0.000436711852615,-10.2922431657
Ar,6s,0.000439487962262,-10.2924526013
Ar,6s,0.000442281719208,-10.2926645064
Ar,6s,0.000445093235635,-10.2928789075
Ar,6s,0.000447922624436,-10.2930958315
Ar,6s,0.000450769999224,-10.2933153053
Ar,6s,0.000453635474333,-10.2935373563
Ar,6s,0.000456519164823,-10.2937620119
Ar,6s,0.000459421186488,-10.2939892998
Ar,6s,0.000462341655855,-10.294219248
Ar,6s,0.000465280690194,-10.2944518845
Ar,6s,0.000468238407519,-10.2946872377
Ar,6s,0.000471214926595,-10.2949253364
Ar,6s,0.000474210366942,-10.2951662091
Ar,6s,0.00047722484884,-10.2954098851
Ar,6s,0.000480258493333,-10.2956563936
Ar,6s,0.000483311422234,-10.295905764
Ar,6s,0.000486383758132,-10.296158026
Ar,6s,0.000489475624393,-10.2964132096
Ar,6s,0.00049258714517,-10.2966713449
Ar,6s,0.000495718445402,-10.2969324623
Ar,6s,0.000498869650826,-10.2971965924
Ar,6s,0.000502040887974,-10.297463766
Ar,6s,0.000505232284186,-10.297734014
Ar,6s,0.00050844396761,-10.2980073678
Ar,6s,0.000511676067208,-10.2982838587
Ar,6s,0.000514928712763,-10.2985635185
Ar,6s,0.000518202034883,-10.298846379
Ar,6s,0.000521496165004,-10.2991324723
Ar,6s,0.000524811235401,-10.2994218307
Ar,6s,0.000528147379187,-10.2997144866
Ar,6s,0.000531504730322,-10.3000104729
Ar,6s,0.000534883423619,-10.3003098224
Ar,6s,0.000538283594747,-10.3006125682
Ar,6s,0.000541705380236,-10.3009187436
Ar,6s,0.000545148917485,-10.3012283822
Ar,6s,0.000548614344768,-10.3015415177
Ar,6s,0.000552101801236,-10.3018581839
Ar,6s,0.000555611426924,-10.302178415
Ar,6s,0.00055914336276,-10.3025022452
Ar,6s,0.000562697750566,-10.3028297091
Ar,6s,0.000566274733064,-10.3031608412
Ar,6s,0.000569874453886,-10.3034956765
Ar,6s,0.000573497057577,-10.3038342498
Ar,6s,0.000577142689598,-10.3041765965
Ar,6s,0.000580811496338,-10.3045227518
Ar,6s,0.000584503625114,-10.3048727513
Ar,6s,0.000588219224181,-10.3052266306
Ar,6s,0.000591958442737,-10.3055844257
Ar,6s,0.000595721430926,-10.3059461725
Ar,6s,0.000599508339849,-10.3063119071
Ar,6s,0.000603319321565,-10.306681666
Ar,6s,0.000607154529102,-10.3070554854
Ar,6s,0.00061101411646,-10.3074334021
Ar,6s,0.000614898238617,-10.3078154527
